LotArea,LotArea_M,Street,BldgType,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,ExterQual,ExterCond,Foundation,TotalBsmtSF,TotalBsmtSF_M,Heating,HeatingQC,CentralAir,GrLivArea,GrLivArea_M,Bath,KitchenQual,GarageArea,GarageArea_M,DateSold,SaleCondition,SalePrice
12256,1138.619168,Pave,1Fam,8,5,1994,1995,Gable,Gd,TA,PConc,1463,135.917089,GasA,Ex,Y,2622,243.591666,3,Gd,712,66.146936,4/2010,Normal,325000
10357,962.196371,Pave,1Fam,7,5,1990,1991,Hip,Gd,TA,PConc,910,84.54173,GasA,Gd,Y,1442,133.966126,2,Gd,719,66.797257,5/2007,Normal,179900
23257,2160.645071,Pave,1Fam,7,5,2006,2006,Gable,Gd,TA,PConc,868,80.639804,GasA,Ex,Y,2021,187.756963,3,Gd,422,39.205066,9/2006,Partial,274725
8063,749.076889,Pave,1Fam,6,5,2000,2000,Gable,TA,TA,PConc,924,85.842372,GasA,Ex,Y,1690,157.00607,3,TA,463,43.014089,11/2007,Abnorml,181000
11362,1055.563886,Pave,1Fam,8,5,2004,2005,Gable,Gd,TA,PConc,1836,170.569908,GasA,Ex,Y,1836,170.569908,2,Gd,862,80.082386,3/2009,Normal,280000
8000,743.224,Pave,1Fam,6,5,1995,1996,Gable,TA,TA,PConc,773,71.814019,GasA,Gd,Y,1658,154.033174,3,TA,431,40.041193,6/2008,Normal,188000
10480,973.62344,Pave,1Fam,7,6,1976,1976,Hip,TA,TA,CBlock,803,74.601109,GasA,TA,Y,1964,182.461492,3,TA,483,44.872149,9/2008,Normal,205000
7100,659.6113,Pave,1Fam,5,7,1957,1957,Gable,TA,TA,CBlock,816,75.808848,GasA,TA,Y,816,75.808848,1,TA,308,28.614124,7/2006,Normal,129900
8923,828.973469,Pave,1Fam,5,7,1953,2006,Gable,TA,TA,CBlock,1008,93.646224,GasA,Gd,Y,1008,93.646224,1,Gd,240,22.29672,5/2007,Normal,134500
5400,501.6762,Pave,1Fam,5,7,1954,2000,Gable,TA,Gd,CBlock,833,77.388199,GasA,Ex,Y,833,77.388199,1,Gd,326,30.286378,8/2006,Normal,117000
12085,1122.732755,Pave,1Fam,8,5,2007,2007,Hip,Gd,TA,PConc,1734,161.093802,GasA,Ex,Y,1734,161.093802,2,Ex,928,86.213984,11/2007,Partial,318000
7750,719.99825,Pave,1Fam,8,5,2002,2002,Hip,Gd,TA,PConc,408,37.904424,GasA,Ex,Y,1419,131.829357,3,Gd,527,48.959881,3/2009,Normal,184100
9764,907.104892,Pave,1Fam,5,7,1967,2003,Gable,TA,TA,CBlock,894,83.055282,GasA,Ex,Y,894,83.055282,1,Gd,450,41.80635,5/2008,Normal,130000
13825,1284.383975,Pave,1Fam,5,6,1958,1987,Gable,TA,Gd,CBlock,533,49.517299,GasA,TA,Y,1601,148.737703,1,TA,300,27.8709,12/2008,Normal,140000
7560,702.34668,Pave,1Fam,5,5,1959,1959,Gable,TA,TA,CBlock,1040,96.61912,GasA,TA,Y,1040,96.61912,1,TA,286,26.570258,7/2006,Normal,133700
8263,767.6574889999999,Pave,1Fam,6,5,1920,1950,Gable,TA,TA,BrkTil,1012,94.017836,GasA,TA,Y,1012,94.017836,1,TA,308,28.614124,5/2007,Normal,118400
10084,936.833852,Pave,1Fam,7,5,2005,2006,Gable,Gd,TA,PConc,1552,144.185456,GasA,Ex,Y,1552,144.185456,2,Gd,782,72.650146,7/2006,Partial,212900
8926,829.252178,Pave,1Fam,4,3,1956,1956,Gable,TA,TA,CBlock,672,62.430816,GasA,Ex,Y,960,89.18688,1,TA,288,26.756064,10/2009,Abnorml,112000
9405,873.752715,Pave,1Fam,5,9,1947,2008,Hip,TA,Ex,CBlock,698,64.846294,GasA,Ex,Y,698,64.846294,1,TA,0,0.0,6/2009,Normal,118000
9125,847.739875,Pave,1Fam,7,5,1992,1992,Gable,TA,TA,PConc,384,35.674752,GasA,Gd,Y,1482,137.682246,3,Gd,392,36.417976,7/2007,Normal,163900
10434,969.349902,Pave,1Fam,4,5,1955,1955,Gable,TA,TA,CBlock,1005,93.367515,GasA,TA,Y,1005,93.367515,1,Fa,672,62.430816,11/2009,Normal,115000
3684,342.254652,Pave,TwnhsE,7,5,2007,2007,Hip,Gd,TA,PConc,1373,127.555819,GasA,Ex,Y,1555,144.464165,2,Gd,660,61.31598,6/2009,Normal,174000
14572,1353.782516,Pave,1Fam,7,5,2004,2004,Hip,Gd,TA,PConc,1530,142.14159,GasA,Ex,Y,1530,142.14159,2,Gd,630,58.52889,11/2007,Family,259000
11796,1095.883788,Pave,1Fam,7,5,2004,2005,Gable,Gd,TA,PConc,847,78.688841,GasA,Ex,Y,1959,181.996977,3,Gd,434,40.319902,7/2007,Normal,215000
7200,668.9016,Pave,Duplex,5,5,1980,1980,Gable,TA,TA,CBlock,936,86.957208,GasA,TA,Y,936,86.957208,1,TA,672,62.430816,8/2007,Normal,140000
7804,725.015012,Pave,1Fam,4,3,1928,1950,Gable,TA,TA,BrkTil,1122,104.237166,GasA,TA,Y,1981,184.040843,2,Gd,576,53.512128,12/2009,Normal,135000
10712,995.176936,Pave,1Fam,5,5,1991,1992,Gable,TA,TA,PConc,974,90.487522,GasA,TA,Y,974,90.487522,1,TA,0,0.0,9/2007,Abnorml,93500
9900,919.7397,Pave,1Fam,6,4,1880,1950,Gable,TA,TA,BrkTil,1008,93.646224,GasW,TA,Y,2210,205.31563,2,Fa,205,19.045115,5/2007,Normal,117500
9828,913.050684,Pave,1Fam,8,5,1995,1995,Gable,Gd,TA,PConc,1128,104.794584,GasA,Ex,Y,2020,187.66406,3,Gd,466,43.292798,6/2009,Normal,239500
8773,815.038019,Pave,1Fam,6,5,1997,1997,Gable,TA,TA,PConc,916,85.099148,GasA,Gd,Y,1600,148.6448,3,TA,460,42.73538,8/2007,Normal,169000
6180,574.14054,Pave,1Fam,6,5,1926,1950,Gable,TA,TA,BrkTil,960,89.18688,GasA,TA,N,986,91.602358,1,TA,180,16.72254,5/2007,Normal,102000
9600,891.8688,Pave,1Fam,6,5,1950,1950,Gable,TA,TA,CBlock,1032,95.875896,GasA,TA,Y,1252,116.314556,1,TA,288,26.756064,4/2008,Abnorml,119000
6342,589.190826,Pave,1Fam,5,8,1875,1996,Gable,TA,Gd,CBlock,780,72.46433999999999,GasA,Gd,N,1020,94.76106,1,TA,0,0.0,5/2010,Normal,94000
9819,912.214557,Pave,1Fam,6,5,1977,1977,Gable,TA,TA,PConc,1567,145.579001,GasA,TA,Y,1567,145.579001,2,Gd,714,66.332742,5/2009,Normal,196000
8731,811.136093,Pave,1Fam,5,5,1920,1950,Gable,TA,Fa,BrkTil,915,85.00624499999999,GasA,TA,Y,1167,108.417801,1,TA,495,45.986985,5/2007,Normal,144000
7350,682.83705,Pave,1Fam,5,7,1951,1951,Gable,TA,TA,CBlock,952,88.443656,GasA,TA,Y,952,88.443656,1,TA,840,78.03852,6/2008,Abnorml,139000
10304,957.272512,Pave,1Fam,5,7,1976,1976,Gable,TA,Gd,CBlock,780,72.46433999999999,GasA,Ex,Y,1868,173.542804,3,Gd,484,44.965052,10/2009,Normal,197500
9965,925.778395,Pave,1Fam,8,5,2006,2007,Hip,Gd,TA,PConc,1466,136.195798,GasA,Ex,Y,2828,262.729684,3,Gd,1052,97.733956,4/2007,Partial,424870
9000,836.127,Pave,1Fam,5,3,1959,1959,Gable,TA,TA,CBlock,1006,93.460418,GasA,TA,Y,1006,93.460418,1,TA,0,0.0,7/2008,Normal,80000
12180,1131.55854,Pave,2fmCon,4,4,1941,1950,Gable,TA,Fa,BrkTil,672,62.430816,Grav,Fa,N,924,85.842372,1,Fa,280,26.01284,7/2010,Normal,80000
6240,579.7147199999999,Pave,1Fam,5,6,1928,1950,Gable,TA,TA,BrkTil,1042,96.804926,GasA,Ex,Y,1576,146.415128,1,TA,225,20.903175,8/2006,Family,149000
11200,1040.5136,Pave,1Fam,6,5,1985,1985,Gable,Gd,TA,CBlock,1298,120.588094,GasA,TA,Y,1298,120.588094,2,Gd,403,37.439909,5/2006,Normal,180000
12000,1114.836,Pave,1Fam,7,7,1941,1950,Gable,TA,TA,CBlock,704,65.403712,GasA,Ex,Y,1564,145.300292,2,Fa,234,21.739302,7/2009,Normal,174500
5700,529.5471,Pave,1Fam,7,7,1926,1950,Gable,TA,TA,PConc,572,53.140516,GasA,TA,Y,1111,103.215233,1,TA,288,26.756064,8/2008,Normal,116900
9000,836.127,Pave,1Fam,7,9,1920,1988,Hip,TA,Gd,PConc,650,60.38695,GasA,Ex,Y,1482,137.682246,1,TA,324,30.100572,7/2009,Normal,143000
8280,769.23684,Pave,1Fam,6,5,1950,1950,Gable,TA,TA,CBlock,932,86.585596,GasA,Ex,Y,932,86.585596,1,Gd,306,28.428318,11/2007,Normal,124000
17755,1649.492765,Pave,1Fam,5,4,1959,1959,Gable,TA,TA,CBlock,1466,136.195798,GasA,TA,Y,1466,136.195798,2,Fa,528,49.052784,11/2006,Normal,149900
14115,1311.325845,Pave,1Fam,6,7,1956,2004,Gable,TA,TA,PConc,1073,99.684919,GasA,Ex,Y,1811,168.247333,1,Ex,470,43.66441,7/2006,Abnorml,230000
5890,547.19867,Pave,1Fam,6,8,1930,2007,Gable,Gd,Gd,BrkTil,816,75.808848,GasA,Ex,Y,816,75.808848,1,TA,432,40.134096,6/2008,Normal,120500
13700,1272.7711,Pave,1Fam,7,6,1965,1988,Gable,TA,TA,CBlock,864,80.268192,GasA,TA,Y,1820,169.08346,3,Gd,492,45.708276,5/2008,Normal,201800
10768,1000.379504,Pave,1Fam,5,8,1976,2004,Gable,Gd,Gd,CBlock,1437,133.501611,GasA,TA,Y,1437,133.501611,2,Gd,528,49.052784,7/2007,Normal,218000
9350,868.64305,Pave,1Fam,5,8,1965,1999,Gable,TA,Gd,PConc,1219,113.248757,GasA,Gd,Y,1265,117.522295,2,Gd,502,46.637306,10/2008,Normal,179900
5001,464.607903,Pave,Twnhs,7,5,2007,2008,Gable,Gd,TA,PConc,1314,122.074542,GasA,Ex,Y,1314,122.074542,2,Gd,626,58.157278,7/2009,Normal,230000
11932,1108.518596,Pave,1Fam,8,5,2007,2008,Gable,Gd,TA,PConc,1580,146.78674,GasA,Ex,Y,1580,146.78674,2,Gd,830,77.10949,6/2008,Partial,235128
9120,847.27536,Pave,1Fam,6,6,1974,1974,Hip,Gd,TA,CBlock,901,83.705603,GasA,TA,Y,1876,174.286028,3,Gd,540,50.16762,7/2008,Normal,185000
2280,211.81884,Pave,Twnhs,6,5,1978,1978,Gable,TA,TA,CBlock,855,79.432065,GasA,Fa,Y,1456,135.266768,3,TA,440,40.87732,7/2010,Normal,146000
14778,1372.920534,Pave,1Fam,6,7,1954,2006,Hip,Gd,TA,CBlock,1296,120.402288,GasA,Ex,Y,1640,152.36092,1,Gd,924,85.842372,11/2008,Normal,224000
8724,810.485772,Pave,1Fam,5,5,1968,1968,Gable,TA,TA,CBlock,894,83.055282,GasA,Gd,Y,894,83.055282,1,TA,450,41.80635,5/2007,Normal,129000
12900,1198.4487,Pave,Duplex,4,4,1969,1969,Gable,TA,TA,CBlock,1198,111.297794,GasA,TA,Y,1258,116.871974,2,TA,400,37.1612,1/2008,Alloca,108959
16157,1501.033771,Pave,1Fam,5,7,1978,1978,Gable,TA,TA,PConc,1360,126.34808,GasA,Ex,Y,1432,133.037096,2,Gd,588,54.626964,6/2007,Normal,194000
9541,886.387523,Pave,1Fam,7,5,2009,2009,Gable,Gd,TA,PConc,1502,139.540306,GasA,Ex,Y,1502,139.540306,2,Gd,644,59.829532,9/2009,Partial,233170
10475,973.158925,Pave,1Fam,8,5,2008,2008,Gable,Gd,TA,PConc,1694,157.377682,GasA,Ex,Y,1694,157.377682,2,Gd,776,72.092728,2/2010,Normal,245350
10852,1008.183356,Pave,1Fam,6,5,2000,2000,Gable,TA,TA,PConc,959,89.093977,GasA,Ex,Y,1671,155.240913,3,TA,472,43.850216,2/2006,Normal,173000
13728,1275.372384,Pave,1Fam,6,7,1935,1986,Hip,TA,TA,CBlock,1127,104.701681,GasA,Ex,Y,2108,195.839524,2,Gd,540,50.16762,7/2008,Normal,235000
35760,3322.21128,Pave,1Fam,10,5,1995,1996,Hip,Gd,Gd,PConc,1930,179.30279,GasA,Ex,Y,3627,336.959181,4,Gd,807,74.97272099999999,7/2006,Normal,625000
9880,917.88164,Pave,1Fam,6,6,1977,1977,Gable,TA,TA,CBlock,1096,101.821688,GasA,TA,Y,1118,103.865554,1,TA,358,33.259274,7/2008,Normal,171000
9120,847.27536,Pave,1Fam,6,6,1958,1958,Hip,TA,TA,CBlock,1261,117.150683,GasA,Ex,Y,1261,117.150683,1,TA,433,40.226999,11/2008,Normal,163000
4017,373.191351,Pave,TwnhsE,7,5,2006,2007,Gable,Gd,TA,PConc,625,58.064375,GasA,Ex,Y,1250,116.12875,3,Gd,625,58.064375,3/2008,Normal,171900
18030,1675.04109,Pave,1Fam,5,6,1946,1994,Gable,TA,TA,CBlock,1598,148.458994,GasA,TA,Y,3086,286.698658,3,Ex,0,0.0,3/2007,Normal,200500
16560,1538.47368,Pave,1Fam,6,8,1932,1950,Gable,TA,TA,BrkTil,952,88.443656,GasA,TA,Y,2345,217.857535,3,TA,360,33.44508,7/2006,Normal,239000
10678,992.018234,Pave,1Fam,8,5,1992,2000,Hip,Gd,TA,PConc,1683,156.355749,GasA,Ex,Y,2872,266.817416,3,Gd,541,50.260523,4/2007,Normal,285000
6951,645.768753,Pave,1Fam,5,5,1984,1985,Gable,TA,TA,CBlock,876,81.383028,GasA,TA,Y,923,85.749469,1,TA,264,24.526392,10/2008,Normal,119500
3950,366.96685,Pave,1Fam,6,8,1926,2004,Gable,TA,TA,CBlock,818,75.994654,GasA,TA,Y,1224,113.713272,1,TA,210,19.50963,12/2009,Normal,115000
7681,713.587943,Pave,1Fam,5,6,1921,1950,Gable,TA,TA,BrkTil,731,67.912093,GasA,Ex,Y,1343,124.768729,2,TA,186,17.279958,7/2009,Normal,154900
8335,774.346505,Pave,1Fam,5,5,1954,1954,Gable,TA,TA,Slab,0,0.0,GasA,Gd,Y,1124,104.422972,1,TA,0,0.0,4/2006,Normal,93000
11170,1037.72651,Pave,1Fam,7,5,1990,1991,Gable,TA,TA,Wood,1216,112.970048,GasA,Ex,Y,2514,233.558142,3,TA,693,64.381779,4/2006,Normal,250000
5587,519.049061,Pave,TwnhsE,8,5,2008,2008,Hip,Ex,TA,PConc,1600,148.6448,GasA,Ex,Y,1652,153.475756,2,Gd,482,44.779246,11/2008,Partial,392500
15623,1451.423569,Pave,1Fam,10,5,1996,1996,Hip,Gd,TA,PConc,2396,222.595588,GasA,Ex,Y,4476,415.833828,4,Ex,813,75.530139,7/2007,Abnorml,745000
10800,1003.3524,Pave,1Fam,5,6,1920,1950,Hip,TA,TA,BrkTil,1120,104.05136,GasA,Ex,Y,1130,104.98039,1,TA,720,66.89016,6/2006,Normal,120000
35133,3263.961099,Grvl,1Fam,5,4,1963,1963,Hip,TA,TA,CBlock,1572,146.043516,GasA,Gd,Y,1572,146.043516,2,TA,995,92.438485,5/2007,Normal,186700
9738,904.689414,Pave,1Fam,5,7,1924,1950,Gable,TA,Gd,BrkTil,784,72.835952,GasA,Gd,Y,1221,113.434563,1,TA,392,36.417976,3/2006,Normal,104900
10615,986.165345,Pave,2fmCon,3,5,1900,1970,Gable,TA,TA,CBlock,978,90.859134,GasA,TA,Y,1699,157.842197,2,TA,420,39.01926,8/2009,Abnorml,95000
12461,1157.664283,Pave,1Fam,8,5,1994,1995,Gable,Gd,TA,PConc,1624,150.874472,GasA,Ex,Y,1624,150.874472,2,Gd,757,70.327571,7/2006,Normal,262000
8935,830.088305,Pave,1Fam,7,5,2002,2002,Gable,Gd,TA,PConc,831,77.202393,GasA,Ex,Y,1660,154.21898,3,Gd,493,45.801179,7/2009,Normal,195000
7500,696.7725,Pave,1Fam,7,5,1999,1999,Gable,TA,TA,PConc,994,92.345582,GasA,Gd,Y,1804,167.597012,3,Gd,442,41.063126,6/2010,Normal,189000
32463,3015.910089,Pave,2fmCon,4,4,1961,1975,Gable,TA,Gd,CBlock,1249,116.035847,GasA,Ex,Y,1622,150.688666,1,TA,1356,125.976468,3/2007,Normal,168000
2645,245.728435,Pave,Twnhs,8,5,1999,2000,Gable,Gd,TA,PConc,776,72.092728,GasA,Ex,Y,1441,133.873223,3,Gd,492,45.708276,11/2007,Normal,174000
9600,891.8688,Pave,1Fam,5,8,1925,1994,Gambrel,TA,TA,PConc,702,65.217906,GasA,Gd,Y,1472,136.753216,1,Gd,250,23.22575,7/2007,Normal,125000
4500,418.0635,Pave,TwnhsE,6,5,1999,1999,Hip,TA,TA,PConc,1224,113.713272,GasA,Ex,Y,1224,113.713272,2,TA,402,37.347006,6/2009,Normal,165000
9364,869.9436919999999,Pave,1Fam,6,7,1969,1969,Gable,TA,TA,CBlock,663,61.594689,GasA,TA,Y,1352,125.604856,2,TA,299,27.777997,3/2010,Normal,158000
8029,745.918187,Pave,1Fam,6,5,2005,2005,Gable,TA,TA,PConc,728,67.633384,GasA,Ex,Y,1456,135.266768,3,Gd,400,37.1612,7/2008,Normal,176000
14054,1305.658762,Pave,1Fam,7,5,2006,2006,Gable,Gd,TA,PConc,879,81.661737,GasA,Ex,Y,1863,173.078289,3,Gd,660,61.31598,11/2006,Partial,219210
8850,822.19155,Pave,1Fam,7,6,1916,1950,Gable,TA,TA,BrkTil,815,75.715945,GasA,Ex,Y,1690,157.00607,1,TA,225,20.903175,7/2006,Normal,144000
9100,845.4173,Pave,1Fam,7,5,2001,2001,Gable,Gd,TA,PConc,1212,112.598436,GasA,Ex,Y,1212,112.598436,2,Gd,573,53.233419,6/2009,Normal,178000
11235,1043.765205,Pave,1Fam,4,5,1963,1979,Gable,TA,TA,CBlock,1051,97.641053,GasA,Gd,Y,1382,128.391946,2,TA,459,42.642477,10/2006,Normal,148000
9353,868.921759,Pave,1Fam,4,5,1970,1970,Gable,TA,TA,CBlock,864,80.268192,GasA,Gd,Y,864,80.268192,1,TA,280,26.01284,7/2006,Abnorml,116050
10400,966.1912,Pave,1Fam,7,5,1998,1998,Gable,TA,TA,PConc,866,80.453998,GasA,Ex,Y,1779,165.274437,3,Gd,546,50.725038,3/2009,Normal,197900
6000,557.418,Pave,1Fam,5,8,1925,1997,Gable,TA,TA,BrkTil,884,82.126252,GasA,Ex,Y,1348,125.233244,1,TA,216,20.067048,5/2009,Normal,117000
9750,905.80425,Pave,1Fam,7,5,2000,2001,Gable,Gd,TA,PConc,1630,151.43189,GasA,Ex,Y,1630,151.43189,2,Gd,451,41.899253,10/2009,Normal,213000
10140,942.03642,Pave,1Fam,5,6,1975,1975,Gable,TA,TA,CBlock,1056,98.105568,GasA,Ex,Y,1074,99.777822,2,TA,495,45.986985,7/2006,Normal,153500
14684,1364.187652,Pave,1Fam,7,7,1990,1991,Hip,Gd,TA,CBlock,2158,200.484674,GasA,Gd,Y,2196,204.014988,2,Gd,701,65.125003,6/2009,Normal,271900
8900,826.8367,Pave,1Fam,4,4,1966,1966,Gable,TA,TA,CBlock,1056,98.105568,GasA,TA,Y,1056,98.105568,1,TA,384,35.674752,11/2006,Normal,107000
9135,848.668905,Pave,1Fam,6,5,2003,2003,Gable,Gd,TA,PConc,1682,156.262846,GasA,Ex,Y,1700,157.9351,2,Gd,544,50.539232,5/2006,Normal,200000
7763,721.205989,Pave,1Fam,5,7,1962,1980,Gable,TA,Gd,CBlock,931,86.492693,GasA,TA,Y,1283,119.194549,1,TA,506,47.008918,10/2008,Normal,140000
10182,945.938346,Pave,1Fam,8,5,2006,2006,Hip,Gd,TA,PConc,1660,154.21898,GasA,Ex,Y,1660,154.21898,2,Gd,500,46.4515,5/2006,Partial,290000
11218,1042.185854,Pave,1Fam,6,5,1992,1992,Gable,Gd,TA,PConc,1055,98.012665,GasA,Ex,Y,1845,171.406035,3,Gd,462,42.921186,5/2010,Normal,189000
12134,1127.285002,Pave,1Fam,8,7,1988,2005,Gable,Gd,TA,Wood,559,51.932777,GasA,Gd,Y,1752,162.766056,2,TA,492,45.708276,6/2010,Normal,164000
9340,867.71402,Pave,1Fam,4,6,1941,1950,Hip,TA,TA,CBlock,672,62.430816,GasA,TA,Y,672,62.430816,1,TA,234,21.739302,8/2009,Normal,113000
10246,951.884138,Pave,1Fam,4,9,1965,2001,Gable,TA,Gd,CBlock,648,60.201144,GasA,Ex,Y,960,89.18688,0,TA,364,33.816692,5/2006,Normal,145000
10205,948.075115,Pave,1Fam,5,5,1962,1962,Gable,TA,TA,CBlock,925,85.935275,GasA,TA,Y,999,92.810097,1,TA,300,27.8709,5/2006,Normal,134500
7094,659.053882,Pave,1Fam,5,5,1966,1966,Gable,TA,TA,CBlock,894,83.055282,GasA,TA,Y,894,83.055282,1,TA,384,35.674752,5/2007,Normal,125000
8930,829.62379,Pave,Duplex,6,5,1978,1978,Gable,TA,TA,Slab,0,0.0,GasA,TA,Y,1902,176.701506,2,TA,539,50.074717,4/2010,Normal,112000
8640,802.68192,Pave,1Fam,8,5,2009,2009,Gable,Gd,TA,PConc,1300,120.7739,GasA,Ex,Y,1314,122.074542,2,Gd,552,51.282456,9/2009,Partial,229456
6240,579.7147199999999,Pave,1Fam,4,5,1947,1950,Gable,TA,TA,Slab,0,0.0,GasA,Gd,N,912,84.727536,1,TA,0,0.0,7/2006,Normal,80500
1680,156.07704,Pave,Twnhs,6,5,1971,1971,Gable,TA,TA,CBlock,672,62.430816,GasA,TA,Y,1218,113.155854,2,TA,0,0.0,4/2006,Abnorml,91500
7800,724.6434,Pave,1Fam,5,5,1964,1964,Gable,TA,TA,CBlock,912,84.727536,GasA,TA,Y,912,84.727536,1,TA,288,26.756064,11/2006,Abnorml,115000
8250,766.44975,Pave,1Fam,5,5,1968,1968,Hip,TA,TA,CBlock,952,88.443656,GasA,Ex,Y,1211,112.505533,1,TA,322,29.914766,8/2008,Normal,134000
10496,975.109888,Pave,1Fam,6,6,1949,1950,Gable,TA,TA,CBlock,1040,96.61912,GasA,Ex,Y,1846,171.498938,2,TA,315,29.264445,1/2007,Normal,143000
10680,992.20404,Pave,1Fam,5,3,1951,1951,Hip,TA,TA,CBlock,2136,198.440808,GasA,TA,N,2136,198.440808,2,TA,528,49.052784,10/2006,Normal,137900
15384,1429.219752,Pave,1Fam,7,5,2004,2005,Gable,Gd,TA,PConc,788,73.207564,GasA,Ex,Y,1490,138.42547,3,Gd,388,36.046364,2/2008,Normal,184000
10482,973.809246,Pave,1Fam,6,8,1958,1958,Hip,TA,Gd,CBlock,588,54.626964,GasA,Ex,Y,1138,105.723614,1,TA,264,24.526392,6/2007,Normal,145000
14598,1356.197994,Pave,1Fam,6,5,2007,2007,Gable,Gd,TA,PConc,894,83.055282,GasA,Ex,Y,1933,179.581499,3,Gd,668,62.059204,1/2008,Normal,214000
8872,824.235416,Pave,1Fam,5,8,1965,2008,Gable,TA,TA,CBlock,912,84.727536,GasA,Ex,Y,912,84.727536,1,Gd,576,53.512128,12/2008,Normal,147000
8769,814.666407,Pave,TwnhsE,9,5,2008,2008,Hip,Ex,TA,PConc,1702,158.120906,GasA,Ex,Y,1702,158.120906,2,Ex,1052,97.733956,10/2008,Partial,367294
7910,734.8627299999999,Pave,1Fam,5,5,1960,1960,Hip,TA,TA,CBlock,1075,99.870725,GasA,Gd,Y,1507,140.004821,2,TA,404,37.532812,8/2008,Normal,127000
18890,1754.93767,Pave,Duplex,5,5,1977,1977,Shed,TA,TA,CBlock,1361,126.440983,GasA,Ex,Y,2620,243.40586,4,TA,600,55.7418,8/2007,Normal,190000
7728,717.954384,Pave,Duplex,5,6,1962,1962,Hip,TA,TA,CBlock,1106,102.750718,GasA,TA,Y,1190,110.55457,1,TA,540,50.16762,5/2006,Normal,132500
9842,914.351326,Pave,Duplex,4,5,1962,1962,Gable,TA,TA,Slab,0,0.0,GasA,TA,Y,1224,113.713272,2,TA,462,42.921186,3/2007,Normal,101800
12160,1129.70048,Pave,1Fam,5,5,1959,1959,Hip,TA,TA,CBlock,1188,110.368764,GasA,Fa,Y,1188,110.368764,1,TA,531,49.331493,5/2010,Abnorml,142000
8525,791.998075,Pave,1Fam,5,6,1911,1950,Gable,TA,TA,PConc,940,87.32882,GasA,TA,N,1964,182.461492,2,TA,0,0.0,11/2008,Abnorml,130000
13132,1220.002196,Pave,1Fam,5,5,1914,1950,Gable,TA,TA,BrkTil,747,69.398541,GasA,Gd,Y,1784,165.738952,2,TA,180,16.72254,7/2006,Normal,138887
2628,244.149084,Pave,Twnhs,7,5,2003,2003,Gable,Gd,TA,PConc,764,70.977892,GasA,Ex,Y,1626,151.060278,3,Gd,474,44.036022,6/2010,Normal,175500
12393,1151.346879,Pave,1Fam,7,5,2004,2005,Gable,Gd,TA,PConc,847,78.688841,GasA,Ex,Y,1948,180.975044,3,Gd,434,40.319902,9/2006,Normal,195000
13072,1214.428016,Pave,1Fam,6,5,2005,2005,Gable,Gd,TA,PConc,1141,106.002323,GasA,Ex,Y,1141,106.002323,2,TA,484,44.965052,3/2006,Abnorml,142500
9037,839.564411,Pave,1Fam,8,5,2006,2006,Hip,Gd,TA,PConc,1476,137.124828,GasA,Ex,Y,1484,137.868052,2,Ex,472,43.850216,12/2007,Normal,265900
8158,757.902674,Pave,1Fam,7,5,2003,2003,Gable,Gd,TA,PConc,884,82.126252,GasA,Ex,Y,1768,164.252504,3,Gd,543,50.446329,7/2008,Normal,224900
9849,915.001647,Pave,1Fam,7,6,2007,2007,Hip,Gd,TA,PConc,1689,156.913167,GasA,Ex,Y,1689,156.913167,2,Gd,954,88.629462,6/2007,Partial,248328
10625,987.094375,Pave,1Fam,7,6,1974,1974,Gable,TA,TA,CBlock,1053,97.826859,GasA,TA,Y,1173,108.975219,2,Gd,528,49.052784,1/2010,Family,170000
13891,1290.515573,Pave,1Fam,10,5,2006,2006,Gable,Ex,TA,PConc,2076,192.866628,GasA,Ex,Y,2076,192.866628,3,Ex,850,78.96755,9/2006,Partial,465000
11435,1062.345805,Pave,1Fam,8,7,1929,1950,Gable,TA,TA,PConc,792,73.579176,GasA,Fa,Y,1517,140.933851,1,Gd,400,37.1612,6/2006,Normal,230000
12090,1123.19727,Pave,1Fam,6,7,1984,2003,Hip,TA,TA,CBlock,585,54.348255,GasA,Ex,Y,1868,173.542804,4,TA,477,44.314731,1/2007,Abnorml,178000
8125,754.836875,Pave,1Fam,7,5,2005,2006,Gable,Gd,TA,PConc,756,70.234668,GasA,Ex,Y,1553,144.278359,3,Gd,615,57.135345,3/2006,Partial,186500
12328,1145.308184,Pave,1Fam,6,5,1976,1976,Gable,TA,TA,CBlock,1012,94.017836,GasA,TA,Y,1034,96.061702,1,TA,888,82.49786399999999,5/2010,Normal,169900
9600,891.8688,Pave,1Fam,6,5,1917,1950,Gable,TA,TA,BrkTil,735,68.283705,OthW,Fa,N,2058,191.194374,2,TA,396,36.789588,4/2008,Normal,129500
7200,668.9016,Pave,1Fam,5,7,1950,1950,Gable,TA,TA,CBlock,876,81.383028,GasA,TA,Y,988,91.788164,1,TA,276,25.641228,5/2007,Normal,119000
11160,1036.79748,Pave,1Fam,7,5,1968,1968,Hip,Gd,TA,CBlock,2110,196.02533,GasA,Ex,Y,2110,196.02533,3,Ex,522,48.495366,4/2010,Normal,244000
3136,291.343808,Pave,TwnhsE,7,5,2003,2003,Gable,Gd,TA,PConc,1405,130.528715,GasA,Ex,Y,1405,130.528715,2,Gd,478,44.407634,3/2006,Normal,171750
9858,915.837774,Pave,1Fam,5,6,1968,1968,Gable,TA,TA,CBlock,864,80.268192,GasA,TA,Y,874,81.197222,1,TA,288,26.756064,11/2009,Normal,130000
