model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 E Class,2017.0,20998,Semi-Auto,22930.0,Diesel,145.0,72.4,2.0
 C Class,2017.0,14899,Semi-Auto,31475.0,Diesel,20.0,65.7,1.9000000000000001
unknown,2019.0,42981,Automatic,3520.0,Diesel,145.0,57.7,2.0
 E Class,2015.0,14980,Semi-Auto,59101.0,Diesel,160.0,51.4,2.1
unknown,2015.0,15998,Semi-Auto,45061.666666666664,Diesel,103.33333333333333,67.3,2.0666666666666664
 GLA Class,2014.0,17840,Semi-Auto,30648.0,Petrol,200.0,50.4,2.0
 GLA Class,2016.0,16495,Automatic,45519.0,Diesel,125.0,56.5,2.1
unknown,2013.0,10800,Manual,42980.333333333336,Diesel,125.0,57.4,1.8
 C Class,2019.0,26589,Automatic,3070.0,Diesel,145.0,49.26666666666667,1.6
 GL Class,2017.6666666666667,31998,Semi-Auto,36281.0,Diesel,330.0,36.2,3.0
unknown,2015.0,10400,Manual,49695.0,Diesel,138.33333333333334,70.6,1.5
 A Class,2018.0,16699,Manual,7206.666666666667,Petrol,145.0,51.4,1.6
 CLS Class,2017.0,23995,Semi-Auto,15833.0,Diesel,160.0,49.6,3.0
unknown,2015.6666666666667,18349,Semi-Auto,33456.0,Diesel,30.0,64.2,2.1
 B Class,2014.0,9999,Semi-Auto,53516.0,Diesel,30.0,60.1,1.8
 E Class,2018.3333333333333,19998,Semi-Auto,52570.0,Diesel,30.0,65.73333333333333,2.0
 C Class,2015.3333333333333,17399,Semi-Auto,21019.0,Diesel,20.0,68.36666666666666,1.7
 B Class,2017.0,13291,Semi-Auto,43496.0,Diesel,20.0,70.6,2.1
unknown,2018.6666666666667,22450,Automatic,5090.0,Diesel,145.0,63.53333333333333,2.1999999999999997
 GLA Class,2019.0,27245,Automatic,500.0,Diesel,145.0,56.5,2.0
 CL Class,2016.0,19199,Semi-Auto,27609.0,Diesel,20.0,67.3,2.1
 GLC Class,2018.6666666666667,29495,Automatic,12718.0,Diesel,145.0,56.5,2.3666666666666667
 S Class,2018.0,45000,Automatic,40154.666666666664,Petrol,150.0,40.9,3.0
 S Class,2019.0,55298,Automatic,10111.666666666666,Diesel,145.0,52.3,1.7
 C Class,2019.0,19999,Semi-Auto,15502.333333333334,Petrol,145.0,46.3,1.5
 E Class,2019.0,38500,Semi-Auto,12422.0,Hybrid,145.0,64.36666666666667,2.0
 C Class,2016.0,14477,Automatic,72000.0,Diesel,30.0,65.7,1.6
unknown,2016.0,21995,Semi-Auto,28000.0,Diesel,131.66666666666666,56.5,2.0666666666666664
 GLC Class,2018.0,27990,Semi-Auto,21734.0,Diesel,146.66666666666666,56.5,2.1
 CLS Class,2017.3333333333333,21995,Semi-Auto,31689.0,Diesel,160.0,51.4,3.0
 A Class,2016.0,15100,Automatic,40297.0,Diesel,115.0,56.633333333333326,2.1
 A Class,2017.0,15199,Manual,34243.0,Diesel,126.66666666666667,68.9,1.9333333333333336
unknown,2018.0,27980,Semi-Auto,13546.666666666666,Diesel,145.0,51.43333333333334,2.1666666666666665
 E Class,2014.0,14000,Automatic,40262.0,Diesel,143.33333333333334,57.7,1.7
unknown,2018.0,23249,Automatic,8796.0,Petrol,145.0,48.800000000000004,2.3666666666666667
 GLC Class,2018.0,25210,Semi-Auto,39140.0,Diesel,150.0,56.5,2.1
unknown,2016.0,13490,Automatic,34609.333333333336,Diesel,125.0,60.76666666666667,2.1
 E Class,2016.0,7295,Automatic,152280.0,Diesel,30.0,58.9,2.033333333333333
unknown,2019.0,34526,Automatic,2320.0,Diesel,145.0,57.7,2.0
 C Class,2015.0,10700,Semi-Auto,34609.333333333336,Diesel,145.0,53.3,2.1
unknown,2018.3333333333333,28950,Automatic,10633.333333333334,Diesel,260.0,35.8,2.3
 GLA Class,2015.0,27444,Automatic,17903.333333333332,Petrol,240.0,55.56666666666666,2.0
 A Class,2016.0,89990,Automatic,6800.0,Petrol,433.3333333333333,24.8,5.966666666666666
unknown,2018.0,40900,Automatic,15251.0,Diesel,150.0,52.3,2.9
 C Class,2019.0,29349,Semi-Auto,10111.666666666666,Diesel,145.0,57.7,1.7
 A Class,2017.0,14495,Semi-Auto,24391.0,Diesel,20.0,74.3,1.8666666666666665
 CLS Class,2018.0,34990,Automatic,18837.0,Diesel,146.66666666666666,47.9,2.9
 C Class,2017.0,19000,Automatic,38440.0,Diesel,20.0,65.10000000000001,2.1
 C Class,2018.0,23899,Semi-Auto,11896.0,Petrol,145.0,46.3,2.3666666666666667
 CL Class,2018.0,23500,Automatic,7301.666666666667,Diesel,145.0,52.3,1.7
unknown,2017.0,20300,Automatic,23179.0,Diesel,145.0,61.4,2.033333333333333
unknown,2019.0,22998,Semi-Auto,2745.0,Petrol,145.0,44.8,2.0
unknown,2015.0,20500,Automatic,23759.666666666668,Diesel,20.0,67.3,1.7
unknown,2016.3333333333333,14459,Manual,26123.666666666668,Diesel,20.0,68.9,2.1
 A Class,2020.0,25729,Semi-Auto,1000.0,Petrol,145.0,53.3,1.3
 S Class,2014.0,26990,Automatic,38000.0,Petrol,570.0,19.5,6.2
 A Class,2016.6666666666667,14999,Manual,20454.0,Diesel,156.66666666666666,61.20000000000001,1.8666666666666665
 B Class,2019.0,25948,Automatic,3912.0,Petrol,145.0,46.166666666666664,1.3
 E Class,2017.3333333333333,25780,Automatic,7580.0,Diesel,20.0,67.3,1.8333333333333333
 SL CLASS,2017.6666666666667,34799,Automatic,41683.333333333336,Petrol,188.33333333333334,41.6,3.0
 E Class,2018.3333333333333,19500,Semi-Auto,37509.0,Diesel,30.0,61.4,2.0
 GLE Class,2018.6666666666667,29338,Semi-Auto,15340.333333333334,Diesel,145.0,47.9,2.1
 A Class,2018.6666666666667,20340,Manual,8067.0,Petrol,145.0,28.5,1.3
 A Class,2015.6666666666667,8990,Manual,58000.0,Diesel,20.0,72.4,1.8666666666666665
 S Class,2010.0,9995,Automatic,51238.0,Diesel,158.33333333333334,44.76666666666667,3.0
 GLC Class,2019.0,49995,Semi-Auto,2607.0,Petrol,145.0,27.4,4.233333333333333
 C Class,2015.0,14000,Automatic,70857.0,Diesel,30.0,61.4,2.1
 GLC Class,2017.0,32472,Semi-Auto,17321.0,Diesel,120.0,56.5,2.066666666666667
 GLA Class,2017.0,20472,Semi-Auto,13097.0,Diesel,125.0,56.5,2.1
 GLE Class,2019.0,59700,Automatic,7500.0,Diesel,145.0,52.46666666666667,2.033333333333333
 C Class,2018.3333333333333,1495,Automatic,13800.0,Diesel,106.66666666666667,39.8,2.3666666666666667
 A Class,2017.0,14250,Manual,28584.0,Diesel,20.0,68.9,1.5
 GLC Class,2019.0,31400,Semi-Auto,7670.0,Diesel,145.0,44.8,2.0
 C Class,2016.0,19698,Automatic,33285.333333333336,Hybrid,0.0,134.5,2.3666666666666667
 C Class,2017.0,19950,Automatic,11855.0,Petrol,96.66666666666667,48.7,2.0
 A Class,2015.0,11750,Automatic,34609.333333333336,Diesel,20.0,64.2,2.1
 A Class,2017.6666666666667,9950,Manual,54000.0,Petrol,150.0,48.7,1.6
 C Class,2019.0,34890,Semi-Auto,1139.0,Hybrid,135.0,217.3,2.0
 CL Class,2018.0,17090,Manual,17094.0,Petrol,146.66666666666666,51.4,1.6
 E Class,2018.6666666666667,38179,Semi-Auto,1000.0,Diesel,145.0,57.7,2.0
 E Class,2019.0,27028,Automatic,5179.0,Diesel,145.0,67.3,2.0
 GLA Class,2018.3333333333333,20480,Semi-Auto,33549.0,Petrol,200.0,43.5,2.0
 E Class,2018.3333333333333,20998,Semi-Auto,21352.0,Diesel,20.0,72.4,2.0
 A Class,2019.3333333333333,123846,Semi-Auto,2951.0,Petrol,145.0,22.1,4.0
unknown,2019.0,34999,Semi-Auto,14461.0,Diesel,145.0,48.7,3.0
 SL CLASS,2017.0,18990,Manual,20099.666666666668,Petrol,160.0,43.5,1.9000000000000001
 E Class,2018.3333333333333,22999,Semi-Auto,16257.0,Diesel,20.0,72.4,2.0
 C Class,2015.0,39990,Automatic,13752.333333333334,Petrol,300.0,34.5,4.0
 GLC Class,2016.0,23999,Automatic,34609.333333333336,Diesel,125.0,60.76666666666667,2.1
 GLC Class,2019.0,30890,Semi-Auto,12076.0,Diesel,145.0,49.73333333333333,2.1
 E Class,2017.0,17500,Automatic,38473.0,Diesel,20.0,64.5,2.0
 A Class,2019.0,22980,Automatic,13115.0,Diesel,145.0,67.3,1.5
 GLA Class,2015.0,14498,Manual,41042.0,Diesel,58.333333333333336,64.2,2.1
 GLA Class,2019.0,20500,Manual,3242.0,Petrol,145.0,49.26666666666667,1.6
 C Class,2018.3333333333333,13917,Automatic,43097.0,Petrol,125.0,52.3,2.0
 C Class,2018.0,16999,Automatic,26329.0,Petrol,145.0,50.4,2.0
 GLE Class,2019.0,56555,Semi-Auto,2320.0,Diesel,145.0,70.06666666666668,1.6666666666666667
 C Class,2014.0,16450,Semi-Auto,27032.0,Diesel,30.0,64.2,2.1
 C Class,2015.0,17498,Semi-Auto,42471.0,Hybrid,58.333333333333336,76.4,2.1
unknown,2017.0,19990,Semi-Auto,28600.0,Diesel,13.333333333333334,67.3,1.9000000000000001
 E Class,2019.0,25599,Semi-Auto,7512.0,Diesel,145.0,72.4,2.0
 GLA Class,2018.0,21999,Semi-Auto,17306.0,Diesel,145.0,55.666666666666664,2.6666666666666665
unknown,2018.6666666666667,16975,Semi-Auto,15340.333333333334,Diesel,145.0,68.9,2.1
unknown,2016.6666666666667,26889,Automatic,20124.333333333332,Diesel,145.0,72.4,2.0
 C Class,2017.0,23450,Automatic,34609.333333333336,Diesel,125.0,61.4,2.1
 GLC Class,2019.0,36490,Semi-Auto,14022.333333333334,Diesel,163.33333333333334,40.9,2.0
 E Class,2016.0,16072,Semi-Auto,61202.0,Diesel,145.0,56.5,2.1
 A Class,2017.0,14500,Semi-Auto,26657.0,Petrol,96.66666666666667,55.833333333333336,1.6
 C Class,2017.0,20998,Semi-Auto,43094.333333333336,Diesel,20.0,65.33333333333333,2.1
unknown,2016.0,19999,Semi-Auto,34609.333333333336,Diesel,125.0,60.76666666666667,2.1
 A Class,2018.6666666666667,14799,Manual,5671.0,Petrol,145.0,51.63333333333333,1.5
 C Class,2016.0,20499,Semi-Auto,24000.0,Diesel,30.0,64.7,2.1
unknown,2017.3333333333333,34249,Semi-Auto,15907.0,Diesel,145.0,61.4,2.0
 C Class,2016.0,17999,Semi-Auto,33796.0,Petrol,125.0,51.4,2.0
 E Class,2018.3333333333333,19000,Automatic,27400.0,Diesel,30.0,65.7,2.0
unknown,2019.0,39450,Semi-Auto,11476.0,Diesel,145.0,48.7,3.0
 C Class,2017.0,16995,Automatic,20000.0,Diesel,146.66666666666666,60.800000000000004,2.1
 A Class,2016.0,69995,Semi-Auto,32279.666666666668,Petrol,126.66666666666667,30.1,4.0
 GLA Class,2017.6666666666667,24995,Semi-Auto,34280.333333333336,Petrol,150.0,48.7,1.6
 C Class,2020.0,34995,Semi-Auto,5000.0,Diesel,145.0,64.2,2.0
 C Class,2017.0,24995,Automatic,17923.333333333332,Petrol,145.0,47.1,1.7999999999999998
 B Class,2017.0,15995,Automatic,6000.0,Diesel,145.0,67.3,2.2
 A Class,2019.0,24990,Automatic,3894.6666666666665,Diesel,145.0,56.5,2.0
 C Class,2017.0,23990,Semi-Auto,11855.0,Petrol,96.66666666666667,42.2,2.0
 C Class,2018.0,26295,Semi-Auto,10069.0,Diesel,145.0,57.7,2.0
unknown,2018.0,17495,Semi-Auto,21000.0,Diesel,150.0,74.3,2.1666666666666665
 C Class,2019.0,19799,Semi-Auto,15502.333333333334,Petrol,145.0,46.3,1.5
 B Class,2019.0,28799,Automatic,226.0,Petrol,145.0,37.7,2.0
 A Class,2019.0,21630,Automatic,4668.0,Diesel,145.0,57.366666666666674,1.5
 C Class,2019.0,29999,Semi-Auto,6266.0,Diesel,145.0,57.7,2.0
unknown,2015.0,13799,Automatic,67917.0,Diesel,20.0,68.9,2.1
unknown,2019.0,29250,Automatic,9146.666666666666,Petrol,145.0,47.9,1.5999999999999999
 GLA Class,2017.0,16800,Automatic,26860.333333333332,Diesel,30.0,59.166666666666664,2.0666666666666664
 A Class,2016.0,15740,Manual,48894.0,Diesel,30.0,62.8,2.1
 CLS Class,2019.3333333333333,34499,Semi-Auto,5611.0,Diesel,145.0,48.7,2.3333333333333335
unknown,2014.0,12899,Automatic,33059.333333333336,Diesel,145.0,55.4,2.1
unknown,2018.3333333333333,30480,Automatic,15922.0,Petrol,150.0,38.2,2.0
 GLA Class,2017.0,17889,Semi-Auto,32777.0,Diesel,125.0,56.6,2.1
unknown,2016.6666666666667,16567,Semi-Auto,37093.0,Diesel,20.0,70.6,2.1
unknown,2016.0,15858,Automatic,64126.0,Diesel,20.0,72.4,2.033333333333333
 A Class,2019.0,24995,Manual,9.0,Petrol,145.0,44.1,2.0
unknown,2018.0,22049,Automatic,38850.0,Diesel,106.66666666666667,67.3,2.1
 C Class,2013.3333333333333,22995,Semi-Auto,49964.0,Petrol,570.0,23.0,6.2
unknown,2014.0,16399,Semi-Auto,33719.0,Diesel,143.33333333333334,55.4,1.7
 A Class,2019.0,18690,Semi-Auto,15785.666666666666,Diesel,103.33333333333333,65.7,1.5
 GLA Class,2020.0,28995,Semi-Auto,250.0,Petrol,148.33333333333334,35.8,1.6
unknown,2017.0,13100,Manual,31784.0,Diesel,20.0,72.4,1.5
 GLC Class,2020.0,37995,Semi-Auto,9.0,Petrol,145.0,33.2,2.0
 CLS Class,2016.0,22498,Semi-Auto,52506.0,Diesel,160.0,57.23333333333333,3.0
unknown,2018.6666666666667,21799,Semi-Auto,19886.0,Diesel,145.0,65.3,1.6666666666666667
 C Class,2016.0,18600,Automatic,32897.0,Diesel,125.0,60.1,1.8666666666666665
 E Class,2019.0,25780,Semi-Auto,11082.0,Diesel,145.0,63.63333333333333,2.0
unknown,2017.0,20800,Automatic,17596.333333333332,Diesel,150.0,72.4,2.0
 GLC Class,2017.0,25291,Automatic,29312.0,Diesel,138.33333333333334,56.5,2.1
 GLC Class,2019.0,24500,Automatic,21118.0,Petrol,150.0,47.79999999999999,2.0
 A Class,2013.0,10650,Manual,49000.0,Diesel,20.0,72.4,1.5
 SL CLASS,2018.6666666666667,64998,Semi-Auto,313.0,Petrol,145.0,31.4,4.7
unknown,2018.0,31900,Automatic,6761.333333333333,Petrol,145.0,40.4,2.0
 GLE Class,2019.0,46549,Semi-Auto,8207.0,Diesel,145.0,63.63333333333333,2.0
 A Class,2017.0,14699,Manual,18154.0,Diesel,145.0,65.7,2.1
 A Class,2019.0,19490,Semi-Auto,4668.0,Diesel,145.0,57.366666666666674,1.5
 SL CLASS,2019.0,49995,Automatic,8996.0,Petrol,145.0,31.4,4.7
unknown,2019.0,38990,Automatic,8000.0,Diesel,185.0,31.4,3.0
 C Class,2016.0,20300,Automatic,21650.0,Diesel,30.0,64.2,2.0
 E Class,2018.0,27971,Semi-Auto,24874.0,Petrol,150.0,63.699999999999996,2.0
 C Class,2018.6666666666667,29099,Semi-Auto,3820.0,Diesel,145.0,64.2,2.3333333333333335
 CL Class,2016.3333333333333,17299,Manual,42473.0,Diesel,20.0,68.39999999999999,2.1
 A Class,2017.0,22553,Automatic,38888.333333333336,Petrol,200.0,40.9,2.033333333333333
unknown,2019.0,23400,Automatic,10111.666666666666,Petrol,145.0,44.1,1.7
 GLA Class,2016.0,18999,Semi-Auto,36899.0,Diesel,100.0,56.5,1.8666666666666665
 A Class,2017.0,14486,Manual,27965.333333333332,Diesel,145.0,58.06666666666666,2.0
 GLE Class,2016.6666666666667,48000,Semi-Auto,16974.666666666668,Diesel,145.0,36.7,2.0
 C Class,2019.0,25446,Automatic,16281.0,Petrol,145.0,63.20000000000001,1.5
 GLC Class,2019.0,31990,Automatic,7977.0,Diesel,145.0,56.5,2.033333333333333
 A Class,2018.0,19250,Automatic,12451.0,Diesel,145.0,50.9,1.6666666666666667
unknown,2016.0,34380,Semi-Auto,15554.0,Petrol,153.33333333333334,35.3,3.0
unknown,2001.0,4490,Automatic,73968.0,Petrol,325.0,30.0,2.3
 E Class,2017.3333333333333,22380,Semi-Auto,15907.0,Diesel,145.0,61.4,2.0
 E Class,2018.6666666666667,35099,Semi-Auto,7505.0,Diesel,145.0,45.6,1.4333333333333333
 C Class,2016.0,17902,Semi-Auto,29607.0,Diesel,30.0,64.2,1.6
 C Class,2019.0,26925,Semi-Auto,6502.0,Petrol,145.0,46.3,1.5999999999999999
unknown,2016.0,12499,Manual,11219.0,Diesel,20.0,70.7,1.5
 CL Class,2019.0,25745,Automatic,1706.0,Petrol,141.66666666666666,38.166666666666664,2.1666666666666665
unknown,2018.0,24399,Semi-Auto,10378.666666666666,Diesel,145.0,72.4,2.0
 E Class,2019.0,28480,Semi-Auto,9876.0,Diesel,145.0,63.63333333333333,2.0
 C Class,2018.6666666666667,27999,Automatic,3817.0,Diesel,145.0,60.1,2.3333333333333335
unknown,2016.0,14606,Manual,51398.0,Diesel,20.0,67.56666666666666,1.5
 GLE Class,2017.0,27990,Automatic,17400.0,Diesel,145.0,42.8,2.0
 GLE Class,2019.0,43490,Semi-Auto,14026.0,Diesel,145.0,56.76666666666667,3.0
 E Class,2019.0,46899,Semi-Auto,1171.0,Diesel,145.0,47.1,2.0
unknown,2016.0,18991,Automatic,30112.0,Petrol,186.66666666666666,43.5,2.0
 C Class,2018.0,23890,Semi-Auto,7301.666666666667,Diesel,145.0,64.2,1.7
 A Class,2020.0,24889,Semi-Auto,1000.0,Diesel,145.0,62.8,1.5
unknown,2016.0,19000,Semi-Auto,37956.0,Hybrid,145.0,134.5,2.0
unknown,2019.0,33140,Semi-Auto,3320.0,Diesel,150.0,44.8,2.0
 E Class,2018.3333333333333,36998,Semi-Auto,629.0,Petrol,145.0,32.9,2.0
unknown,2016.0,28998,Semi-Auto,16742.0,Diesel,100.0,56.5,2.1
 C Class,2016.0,17100,Automatic,42427.0,Diesel,58.333333333333336,89.76666666666665,2.033333333333333
 E Class,2017.0,22480,Semi-Auto,12188.0,Diesel,96.66666666666667,61.4,2.0
 GLC Class,2017.0,26000,Semi-Auto,28773.0,Diesel,145.0,56.5,2.1
 SLK,2013.0,10498,Semi-Auto,44226.0,Diesel,145.0,56.5,2.0
unknown,2019.0,25850,Automatic,15901.0,Diesel,145.0,54.3,2.0
 C Class,2018.0,28940,Automatic,9545.333333333334,Petrol,145.0,44.1,2.0
 X-CLASS,2019.0,34491,Automatic,8798.0,Diesel,145.0,31.4,3.0
 C Class,2019.0,29995,Semi-Auto,1.0,Diesel,145.0,57.7,2.0
 GLA Class,2019.0,24999,Semi-Auto,34609.333333333336,Diesel,145.0,64.2,2.1
 A Class,2018.6666666666667,22570,Automatic,101.0,Diesel,145.0,67.33333333333334,1.5
 C Class,2018.3333333333333,19056,Automatic,25833.0,Petrol,145.0,50.4,2.0
 SL CLASS,2019.0,47789,Semi-Auto,2064.0,Petrol,145.0,44.29999999999999,3.0
 C Class,2016.0,11300,Manual,49604.0,Petrol,125.0,67.56666666666666,2.0666666666666664
 GLE Class,2018.0,31999,Semi-Auto,11510.0,Diesel,145.0,47.9,2.1
 E Class,2018.6666666666667,37991,Automatic,3790.0,Diesel,145.0,63.53333333333333,2.1999999999999997
 E Class,2017.0,19698,Semi-Auto,25152.0,Diesel,145.0,72.4,2.033333333333333
 A Class,2019.0,19546,Automatic,4668.0,Diesel,145.0,57.366666666666674,1.5
 A Class,2018.6666666666667,23499,Manual,277.0,Petrol,145.0,55.96666666666667,1.3
 S Class,2012.0,10948,Automatic,107000.0,Petrol,168.33333333333334,36.7,3.5
unknown,2019.0,25950,Automatic,1090.0,Petrol,145.0,44.1,1.8333333333333333
 C Class,2018.0,22000,Automatic,24452.333333333332,Diesel,145.0,67.3,2.1
 GLE Class,2017.0,27000,Automatic,16263.0,Diesel,265.0,52.23333333333333,2.3666666666666667
unknown,2018.6666666666667,13495,Automatic,48500.0,Diesel,145.0,53.86666666666667,2.1
 SL CLASS,2018.0,23012,Semi-Auto,7724.0,Diesel,138.33333333333334,70.6,2.1
unknown,2019.0,25799,Semi-Auto,7144.0,Petrol,145.0,46.3,1.5
unknown,2019.0,24998,Automatic,2073.0,Petrol,145.0,64.76666666666667,1.5
 C Class,2019.0,29444,Automatic,15707.0,Diesel,145.0,61.4,2.0
unknown,2017.0,15490,Semi-Auto,10720.0,Petrol,145.0,51.4,1.6
 C Class,2019.0,32699,Automatic,2100.0,Diesel,145.0,68.6,2.0
unknown,2015.0,13250,Automatic,44268.666666666664,Diesel,30.0,64.2,1.8
 C Class,2019.0,38289,Semi-Auto,4008.6666666666665,Diesel,145.0,56.833333333333336,2.0
 B Class,2020.0,24495,Semi-Auto,5000.0,Diesel,145.0,55.4,2.0
 A Class,2019.0,26991,Automatic,1662.0,Petrol,145.0,53.3,1.7666666666666666
 C Class,2017.0,24202,Automatic,20698.0,Diesel,145.0,67.3,2.0
unknown,2016.0,16499,Manual,14253.0,Diesel,100.0,62.8,2.0666666666666664
 GLA Class,2016.0,17500,Automatic,33285.333333333336,Diesel,125.0,56.5,2.3666666666666667
 E Class,2019.0,56499,Semi-Auto,74.0,Petrol,145.0,31.7,3.0
 C Class,2018.6666666666667,25990,Automatic,13275.0,Diesel,145.0,64.36666666666667,2.0
 C Class,2016.0,21000,Automatic,32442.0,Petrol,150.0,49.6,2.0
unknown,2015.0,23549,Semi-Auto,34609.333333333336,Diesel,125.0,61.03333333333334,2.1
 C Class,2019.0,25699,Semi-Auto,6766.666666666667,Petrol,145.0,47.1,1.5
 A Class,2019.0,20991,Semi-Auto,11600.0,Petrol,145.0,53.3,1.3
unknown,2019.0,22276,Automatic,3477.0,Diesel,145.0,67.3,1.5
 C Class,2019.0,30599,Semi-Auto,2259.0,Diesel,145.0,45.86666666666667,1.6
unknown,2017.0,15072,Manual,37699.0,Petrol,56.666666666666664,49.6,1.6
unknown,2018.6666666666667,21499,Semi-Auto,27322.0,Diesel,145.0,72.4,2.3666666666666667
 E Class,2018.6666666666667,21899,Automatic,22985.0,Diesel,145.0,62.800000000000004,2.0
 GLC Class,2017.0,27980,Semi-Auto,34609.333333333336,Diesel,150.0,56.5,2.1
 M Class,2013.0,14250,Semi-Auto,84413.0,Diesel,138.33333333333334,44.8,2.1
 A Class,2014.0,15750,Semi-Auto,35596.0,Petrol,145.0,45.6,2.0
 E Class,2018.0,23102,Semi-Auto,25319.0,Diesel,145.0,61.4,2.0
 E Class,2014.0,13990,Semi-Auto,49491.0,Diesel,125.0,61.199999999999996,2.1
 C Class,2017.0,21544,Automatic,16900.0,Diesel,30.0,64.2,2.1
 C Class,2019.0,48491,Automatic,11347.0,Petrol,145.0,43.76666666666667,3.0
 C Class,2018.6666666666667,23799,Semi-Auto,3640.0,Petrol,145.0,68.6,2.0
 GLA Class,2018.6666666666667,22999,Semi-Auto,17471.0,Diesel,145.0,67.3,2.1
unknown,2019.0,60399,Semi-Auto,2064.0,Diesel,145.0,44.29999999999999,3.0
 SL CLASS,2017.3333333333333,18152,Semi-Auto,43074.0,Petrol,140.0,48.7,1.6
 B Class,2019.0,24616,Automatic,3710.0,Diesel,145.0,55.4,2.0
unknown,2019.0,19799,Semi-Auto,14380.0,Petrol,145.0,46.3,1.5
unknown,2019.0,20480,Semi-Auto,10247.0,Diesel,145.0,65.7,1.5
 C Class,2014.0,16360,Semi-Auto,46425.0,Diesel,143.33333333333334,54.1,1.7333333333333334
unknown,2018.0,21500,Automatic,15922.0,Diesel,145.0,43.76666666666667,2.3666666666666667
 C Class,2017.0,19498,Semi-Auto,22424.0,Diesel,96.66666666666667,60.699999999999996,2.1
 E Class,2018.0,18600,Automatic,37581.0,Diesel,145.0,70.10000000000001,2.0
 GLC Class,2018.3333333333333,32305,Semi-Auto,5553.0,Diesel,145.0,42.2,2.0
 C Class,2018.6666666666667,25699,Semi-Auto,5671.0,Petrol,145.0,51.63333333333333,1.5
unknown,2015.6666666666667,10991,Manual,53828.0,Diesel,20.0,70.6,1.5
 E Class,2017.0,21299,Semi-Auto,32335.0,Diesel,20.0,67.3,1.9000000000000001
 CL Class,2015.0,13890,Manual,32636.0,Petrol,125.0,50.4,1.6
 C Class,2019.0,31450,Semi-Auto,4008.6666666666665,Diesel,145.0,56.833333333333336,2.0
 E Class,2014.0,20498,Semi-Auto,27688.0,Diesel,160.0,51.4,2.1999999999999997
unknown,2016.0,10700,Automatic,46414.0,Diesel,30.0,64.2,1.8
unknown,2010.0,7995,Automatic,38850.0,Diesel,83.33333333333333,45.6,2.1
 GLA Class,2016.0,20480,Semi-Auto,27083.333333333332,Diesel,61.666666666666664,62.166666666666664,2.1
 C Class,2018.6666666666667,23990,Automatic,8261.0,Petrol,145.0,45.6,1.5
unknown,2014.0,16249,Semi-Auto,51067.0,Diesel,30.0,62.8,2.1
unknown,2016.0,13000,Manual,69385.0,Diesel,131.66666666666666,68.9,2.1
 A Class,2018.0,17649,Semi-Auto,14983.0,Diesel,138.33333333333334,68.9,2.1
 CL Class,2018.3333333333333,31000,Semi-Auto,24325.0,Petrol,150.0,40.9,2.0
unknown,2017.0,16985,Manual,32938.0,Diesel,145.0,67.3,2.1
unknown,2016.6666666666667,14989,Automatic,86627.0,Diesel,20.0,68.39999999999999,2.0
 CLA Class,2020.0,32995,Automatic,2000.0,Petrol,150.0,44.8,2.1
 B Class,2019.0,23495,Manual,2000.0,Petrol,145.0,45.6,1.3
unknown,2019.0,46599,Semi-Auto,44336.333333333336,Petrol,145.0,30.4,3.0
unknown,2016.3333333333333,14965,Semi-Auto,40623.0,Diesel,30.0,64.2,1.6
 C Class,2019.0,34579,Semi-Auto,1000.0,Petrol,145.0,44.1,1.5
 CL Class,2014.0,16990,Automatic,45000.0,Petrol,143.33333333333334,57.666666666666664,1.7
 A Class,2019.0,20001,Semi-Auto,3900.0,Petrol,146.66666666666666,28.5,1.3
 A Class,2016.0,25998,Automatic,31500.0,Petrol,200.0,64.2,2.033333333333333
 C Class,2016.6666666666667,24980,Automatic,15000.0,Diesel,138.33333333333334,60.1,1.6
unknown,2018.6666666666667,21495,Semi-Auto,10847.0,Petrol,145.0,28.5,2.3666666666666667
 A Class,2019.0,25991,Semi-Auto,5797.0,Diesel,145.0,50.96666666666667,1.7
unknown,2018.6666666666667,61495,Automatic,1499.0,Petrol,145.0,34.5,4.0
 GLC Class,2017.0,25991,Automatic,17371.0,Diesel,48.333333333333336,56.5,2.1
 GLA Class,2017.0,19750,Automatic,34609.333333333336,Diesel,150.0,56.5,2.1
 C Class,2017.0,15699,Automatic,11855.0,Petrol,145.0,53.3,2.0
unknown,2007.0,5995,Semi-Auto,62000.0,Diesel,103.33333333333333,62.13333333333333,2.1
 A Class,2019.0,16800,Manual,27459.0,Petrol,138.33333333333334,51.4,2.2
 C Class,2016.0,18490,Semi-Auto,36688.0,Diesel,30.0,65.39999999999999,1.6
 B Class,2017.0,13499,Manual,22926.0,Diesel,20.0,68.9,1.5
 A Class,2019.0,25899,Semi-Auto,3894.6666666666665,Diesel,145.0,56.5,2.0
unknown,2018.0,32245,Automatic,25359.0,Diesel,145.0,56.5,2.1
 C Class,2015.0,14490,Automatic,64000.0,Diesel,30.0,64.2,2.1
 E Class,2016.0,16900,Automatic,30578.333333333332,Diesel,20.0,72.4,2.0
 A Class,2019.0,18498,Automatic,12432.0,Diesel,145.0,68.9,2.033333333333333
 C Class,2018.0,20000,Automatic,6761.333333333333,Petrol,145.0,48.7,2.0
 E Class,2019.0,22990,Semi-Auto,14107.0,Diesel,145.0,64.36666666666667,2.0
 GLC Class,2016.0,24340,Semi-Auto,36320.0,Diesel,100.0,56.5,2.1
 CLS Class,2016.0,20500,Automatic,50932.0,Diesel,188.33333333333334,59.79999999999999,3.0
