model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 GLA Class,2016,18799,Semi-Auto,41742,Diesel,125,56.5,
,2017,29849,Semi-Auto,23555,Petrol,,36.2,
 C Class,,19199,Semi-Auto,25639,Diesel,30,64.2,2.1
 A Class,2017,17149,Semi-Auto,,Diesel,145,68.9,
 GLC Class,,22699,Semi-Auto,31995,Diesel,125,56.5,2.1
 A Class,2020,26039,Semi-Auto,4000,Petrol,145,28.5,2.0
 GLA Class,2020,26189,Semi-Auto,5000,Petrol,145,35.8,
 C Class,2017,19999,Semi-Auto,47000,Diesel,145,61.4,2.1
 C Class,2017,23749,Semi-Auto,,Diesel,145,61.4,2.1
,2020,26519,Semi-Auto,,Petrol,145,53.3,
,2019,43299,Semi-Auto,,Diesel,145,40.4,2.0
 GLC Class,2019,32599,Semi-Auto,,Diesel,145,42.2,2.1
,,57599,Semi-Auto,9354,Diesel,145,,
 E Class,2019,35849,Semi-Auto,9475,Diesel,145,57.7,2.0
,,15499,Semi-Auto,22040,Diesel,,65.7,2.1
 C Class,2018,22199,Semi-Auto,19302,Diesel,145,,
 E Class,2016,20349,Semi-Auto,14391,Diesel,30,65.7,2.0
 C Class,2019,24549,Semi-Auto,2575,Petrol,145,,
,2018,39249,Automatic,,Petrol,,,3.0
 C Class,2019,40599,Semi-Auto,8000,Petrol,145,29.4,3.0
 CL Class,,19199,Semi-Auto,27609,Diesel,20,67.3,2.1
 E Class,2016,20049,Semi-Auto,24242,Diesel,20,,2.0
 CL Class,2015,18649,Semi-Auto,47658,Petrol,,42.8,2.0
 E Class,2016,18949,Automatic,,Diesel,125,58.9,2.1
 GLA Class,2016,17999,Semi-Auto,36249,Diesel,125,56.6,2.1
 E Class,,21499,Semi-Auto,32365,Diesel,30,61.4,2.0
 C Class,,22199,Semi-Auto,32809,Diesel,145,,2.1
 GLC Class,2020,41795,Semi-Auto,4499,Petrol,145,32.1,2.0
,,24995,Semi-Auto,3800,Petrol,145,47.9,
 B Class,2020,24495,Semi-Auto,5000,Diesel,145,55.4,2.0
,2020,39995,Semi-Auto,4499,Diesel,145,53.3,
 A Class,,24495,Semi-Auto,9,Diesel,145,67.3,1.5
 C Class,2020,34995,Semi-Auto,5000,Diesel,145,64.2,
 GLC Class,2020,37995,Semi-Auto,,Petrol,145,,
 C Class,2017,20623,Automatic,37013,Diesel,125,58.9,2.1
 A Class,2019,21895,Manual,9,Petrol,145,,1.3
 C Class,,29995,Automatic,9,Diesel,,,2.0
 E Class,2019,37199,Semi-Auto,4800,Diesel,145,,3.0
 C Class,2019,27099,Semi-Auto,3598,Diesel,,58.9,
 C Class,2019,25999,Semi-Auto,14895,Diesel,145,61.4,
,2019,24499,Semi-Auto,12902,Diesel,145,,2.0
 C Class,,26799,Semi-Auto,10871,Diesel,145,61.4,
 C Class,,13999,Semi-Auto,,Diesel,20,,2.1
 E Class,2017,22999,Semi-Auto,,Diesel,145,,
 B Class,2017,13899,Manual,14856,Diesel,145,,1.5
,2018,20899,Automatic,,Diesel,145,60.1,2.1
,2019,42799,Automatic,5001,Petrol,145,29.7,3.0
,2018,23249,Automatic,8796,Petrol,145,,
 CL Class,2019,27149,Semi-Auto,2001,Petrol,145,38.2,2.0
 A Class,,20099,Semi-Auto,10261,Diesel,145,,
,2019,55885,Automatic,2005,Diesel,145,32.5,3.0
 C Class,,30995,Automatic,9,Diesel,145,57.7,
 A Class,2019,21895,Manual,520,Petrol,145,47.1,1.3
,,21499,Semi-Auto,27322,Diesel,145,72.4,
,2019,24299,Semi-Auto,5359,Petrol,145,,1.3
,2019,20999,Semi-Auto,13467,Diesel,,,2.0
,2019,20999,Semi-Auto,13318,Diesel,145,,2.0
 B Class,2019,22099,Semi-Auto,,Petrol,145,,
 C Class,,25999,Automatic,10913,Diesel,145,,2.1
,,42199,Semi-Auto,,Diesel,145,47.1,3.0
,2016,19699,Semi-Auto,30611,Diesel,30,64.2,2.1
 C Class,2019,38999,Semi-Auto,3220,Petrol,145,,3.0
 C Class,2019,32624,Semi-Auto,4499,Petrol,145,44.1,1.5
 C Class,2019,30995,Automatic,1499,Diesel,145,57.7,
,2019,26495,Automatic,2999,Petrol,145,46.3,1.5
 C Class,2019,28495,Semi-Auto,1724,Diesel,145,64.2,2.0
 E Class,,37995,Automatic,9,Diesel,145,,2.0
 E Class,2019,32495,Automatic,,Diesel,145,70.6,2.0
 E Class,2019,32495,Automatic,500,Diesel,145,,2.0
 E Class,2017,19499,Semi-Auto,,Diesel,,72.4,2.0
 E Class,,18499,Semi-Auto,45463,Diesel,,67.3,2.0
,2019,22399,Semi-Auto,,Petrol,145,,1.3
 A Class,2019,25799,Semi-Auto,,Diesel,145,,1.5
,2016,17999,Semi-Auto,42255,Diesel,20,72.4,2.0
 C Class,2019,23289,Automatic,15194,Diesel,145,,2.0
 C Class,2019,23389,Semi-Auto,15000,Diesel,145,,2.0
 C Class,,25389,Semi-Auto,,Petrol,145,45.6,1.5
,2015,15999,Semi-Auto,30000,Diesel,145,55.4,2.1
,2015,12949,Semi-Auto,,Diesel,20,67.3,
,2016,19999,Semi-Auto,15000,Diesel,,58.9,2.1
 B Class,2016,13999,Semi-Auto,,Diesel,20,,2.1
,2016,20299,Semi-Auto,,Diesel,125,56.5,
,,23999,Semi-Auto,,Diesel,,,2.1
 C Class,2019,32099,Semi-Auto,707,Petrol,145,,
 C Class,2019,28599,Semi-Auto,3889,Diesel,145,,
 A Class,,22399,Automatic,3994,Diesel,,62.8,1.5
 C Class,2019,27199,Semi-Auto,930,Petrol,145,,
 C Class,2019,21449,Semi-Auto,19821,Diesel,,61.4,2.0
,2019,19799,Semi-Auto,14222,Petrol,145,46.3,1.5
,2019,19849,Semi-Auto,13794,Petrol,,46.3,1.5
,2019,20149,Semi-Auto,11785,Petrol,145,46.3,
 C Class,2019,25849,Semi-Auto,6685,Petrol,,46.3,
 C Class,,26099,Semi-Auto,9227,Petrol,,47.1,1.5
 C Class,2019,25849,Semi-Auto,6880,Petrol,145,46.3,
,2019,26499,Semi-Auto,9419,Diesel,,,2.0
 GLA Class,2019,23399,Semi-Auto,10621,Diesel,145,67.3,2.1
 C Class,,20299,Semi-Auto,,Diesel,145,61.4,
 A Class,2019,20199,Semi-Auto,3653,Diesel,145,68.9,1.5
,2019,20549,Semi-Auto,10517,Petrol,,53.3,1.3
 C Class,2019,29399,Semi-Auto,1919,Diesel,145,61.4,
 C Class,2019,25549,Semi-Auto,15074,Diesel,145,,2.0
 E Class,,35699,Semi-Auto,,Diesel,,42.8,2.0
,2019,25349,Semi-Auto,11705,Diesel,,,2.0
 E Class,,21999,Semi-Auto,,Diesel,145,65.7,2.0
 C Class,,29199,Semi-Auto,4715,Diesel,145,54.3,2.0
,2019,26999,Semi-Auto,,Diesel,145,54.3,
 A Class,2020,25729,Semi-Auto,1000,Petrol,,53.3,1.3
 A Class,2018,16799,Manual,,Diesel,,68.9,1.5
 GLA Class,,17199,Semi-Auto,50000,Diesel,145,,2.1
 CL Class,2020,26579,Semi-Auto,1000,Petrol,,,1.3
,2020,49879,Semi-Auto,1000,Diesel,145,,
 C Class,2015,18649,Semi-Auto,,Hybrid,0,134.5,2.0
 GLA Class,2019,24249,Semi-Auto,,Petrol,,36.2,1.6
,2018,21899,Semi-Auto,,Diesel,145,,2.1
 C Class,2019,25749,Semi-Auto,,Petrol,145,47.1,1.5
,2019,19749,Semi-Auto,14517,Petrol,145,46.3,1.5
,,21599,Semi-Auto,14206,Petrol,145,45.6,1.3
,,21799,Semi-Auto,19886,Diesel,145,,
 S Class,2017,45599,Semi-Auto,,Hybrid,135,100.9,
,2019,20349,Semi-Auto,14006,Petrol,145,46.3,1.5
 CL Class,,26249,Semi-Auto,11967,Diesel,,51.4,2.2
,,26199,Semi-Auto,12441,Diesel,145,,2.2
,,41349,Semi-Auto,,Diesel,145,47.9,2.9
 E Class,2019,29849,Semi-Auto,5981,Diesel,145,,2.0
,2019,26899,Semi-Auto,10315,Diesel,145,51.4,
 A Class,2019,20199,Semi-Auto,,Diesel,145,68.9,
 GLC Class,2019,36999,Semi-Auto,,Diesel,145,,2.0
 E Class,,20899,Semi-Auto,,Diesel,145,,2.0
 C Class,2016,31649,Semi-Auto,29810,Petrol,300,34.5,
 A Class,,19999,Semi-Auto,,Diesel,,,
,,16499,Semi-Auto,35700,Diesel,30,64.2,2.1
 SL CLASS,2019,51124,Semi-Auto,5884,Petrol,145,31.4,
 B Class,2017,14824,Semi-Auto,,Diesel,,68.9,
 C Class,2019,22124,Semi-Auto,14000,Petrol,,,1.5
 C Class,2017,25824,Semi-Auto,16496,Diesel,30,65.7,2.1
 C Class,,18124,Semi-Auto,35999,Petrol,125,,
,2017,16019,Manual,15147,Petrol,,49.6,
,,15495,Manual,,Diesel,20,70.6,1.6
 CL Class,2017,29149,Automatic,,Petrol,145,40.9,
 CL Class,2019,27399,Semi-Auto,,Petrol,145,38.2,2.0
,2019,26999,Semi-Auto,8510,Petrol,145,47.1,1.5
 E Class,,21899,Automatic,22985,Diesel,145,,2.0
 C Class,,22799,Semi-Auto,,Petrol,145,46.3,
 C Class,2018,22849,Automatic,11163,Petrol,145,46.3,
 C Class,,31699,Semi-Auto,9839,Diesel,145,54.3,2.0
 C Class,2019,26199,Semi-Auto,,Petrol,,,
 C Class,,25299,Semi-Auto,10234,Petrol,145,,1.5
 GLA Class,,23499,Semi-Auto,10155,Diesel,145,67.3,2.1
,,5495,Automatic,,Diesel,,53.3,
 B Class,2014,8995,Automatic,53676,Diesel,,,1.5
 B Class,2010,3995,Manual,66000,Diesel,,,2.0
 CLC Class,2010,4695,Automatic,85000,Petrol,305,,1.6
 C Class,2013,8595,Automatic,82685,Diesel,30,64.2,2.1
,2010,3495,Manual,92573,Diesel,145,52.3,2.0
 A Class,,16995,Manual,35095,Diesel,30,,
 B Class,2017,15000,Semi-Auto,24000,Diesel,,,
,2013,9995,Automatic,,Petrol,,,1.6
 C Class,2012,6995,Automatic,,Diesel,125,58.9,
 C Class,2012,7495,Automatic,,Diesel,145,54.3,
 E Class,2012,9000,Automatic,,Diesel,145,,
 B Class,2011,4295,Automatic,61400,Diesel,200,,2.0
 CLS Class,2013,11995,Automatic,59500,Diesel,145,54.3,
 C Class,2011,8995,Automatic,69250,Diesel,150,,
 C Class,2015,14995,Automatic,49850,Diesel,,62.8,2.1
,2013,10595,Automatic,87100,Diesel,,58.9,2.1
 C Class,2017,23500,Semi-Auto,17000,Diesel,145,,2.1
 C Class,2018,24995,Semi-Auto,17744,Diesel,150,64.2,
 C Class,2016,29995,Semi-Auto,64291,Petrol,,34.5,4.0
,,18495,Manual,12498,Petrol,200,,
 C Class,,15495,Semi-Auto,38544,Diesel,30,64.2,2.1
,2013,7495,Semi-Auto,,Diesel,,64.2,2.1
 C Class,,10995,Semi-Auto,58734,Diesel,150,53.3,2.1
 C Class,2014,12995,Semi-Auto,36650,Diesel,150,,2.1
 GLC Class,2017,27495,Semi-Auto,,Diesel,150,56.5,2.1
,2017,13500,Semi-Auto,,Diesel,20,70.6,1.5
 CLS Class,2014,13995,Automatic,48500,Diesel,145,54.3,2.1
 E Class,2016,13488,Automatic,85121,Diesel,125,,2.1
 C Class,,14488,Automatic,,Diesel,30,64.2,2.1
,,7500,Manual,91000,Diesel,,,
 B Class,2013,9995,Automatic,,Diesel,30,,
 E Class,,8750,Automatic,,Diesel,,,
,,9750,Automatic,69700,Diesel,145,53.3,2.1
 M Class,2010,9995,Automatic,,Diesel,555,,3.0
 A Class,2016,15495,Semi-Auto,37129,Diesel,20,68.9,2.1
 A Class,,15999,Manual,,Diesel,,68.9,1.5
 A Class,,16299,Manual,25799,Diesel,20,68.9,1.5
 E Class,,7995,Automatic,70150,Diesel,235,44.1,
 V Class,2019,45395,Automatic,9,Diesel,,36.2,
 GLC Class,2017,26024,Semi-Auto,,Diesel,,,2.1
,2016,20624,Semi-Auto,20026,Diesel,,56.5,2.1
,2019,47995,Automatic,,Diesel,145,36.7,
 C Class,,25104,Semi-Auto,14725,Diesel,,61.4,2.0
 E Class,2018,30495,Automatic,12250,Diesel,145,51.4,3.0
 C Class,,27924,Semi-Auto,9249,Diesel,,,
 SL CLASS,,51124,Automatic,,Petrol,,,
 A Class,,15924,Semi-Auto,,Petrol,145,53.3,1.6
 A Class,2019,24399,Semi-Auto,5321,Petrol,145,53.3,1.3
,2019,27799,Semi-Auto,,Diesel,145,67.3,2.0
 E Class,2019,36399,Automatic,,Diesel,,48.7,3.0
 SL CLASS,2019,47789,Automatic,2000,Petrol,145,,
 C Class,2019,31599,Semi-Auto,3092,Petrol,145,44.1,1.5
 C Class,2019,29599,Semi-Auto,,Diesel,,57.7,2.0
 E Class,,25149,Semi-Auto,10444,Diesel,145,72.4,2.0
 C Class,2017,18999,Semi-Auto,21459,Diesel,,64.2,2.1
 C Class,2018,28399,Automatic,,Petrol,,44.1,
 C Class,,27649,Automatic,6232,Diesel,145,57.7,2.0
 A Class,2017,16000,Manual,27938,Diesel,20,68.9,1.5
 A Class,,11000,Manual,64002,Diesel,30,,
,2018,32890,Semi-Auto,,Diesel,145,56.5,
 C Class,,22995,Semi-Auto,49964,Petrol,570,23.0,
,2017,23000,Semi-Auto,19000,Petrol,145,47.1,2.0
 C Class,2016,33500,Automatic,,Petrol,300,,3.0
 A Class,2019,19493,Automatic,2869,Petrol,145,28.5,1.3
 C Class,,27750,Automatic,4000,Diesel,145,56.5,
 C Class,,28950,Automatic,8500,Diesel,,54.3,2.0
 B Class,2019,27950,Semi-Auto,,Petrol,145,44.1,
,2019,38950,Automatic,9685,Diesel,145,40.9,2.0
,2018,72950,Automatic,,Petrol,150,23.0,
 GLE Class,2019,50950,Automatic,11800,Petrol,150,30.1,3.0
,,32950,Automatic,,Diesel,150,,2.1
,,38624,Semi-Auto,19,Petrol,,36.7,2.0
 GLC Class,2018,31124,Semi-Auto,4291,Diesel,,,2.1
 GLC Class,,29995,Semi-Auto,,Petrol,145,43.5,2.0
,2017,22124,Semi-Auto,28848,Petrol,145,,2.0
 E Class,2016,19495,Semi-Auto,26953,Diesel,,72.4,
 C Class,2017,23124,Automatic,22811,Petrol,,47.1,2.0
 E Class,2017,25124,Automatic,,Diesel,145,,2.0
 C Class,2017,21124,Semi-Auto,,Diesel,30,,2.1
 A Class,2019,25495,Automatic,9,Petrol,145,53.3,1.3
 SL CLASS,2019,52995,Automatic,,Petrol,,29.4,3.0
,2017,28838,Semi-Auto,44000,Petrol,,40.9,
 C Class,2015,18990,Semi-Auto,25199,Diesel,30,64.2,2.1
 C Class,2018,20771,Semi-Auto,18321,Diesel,145,60.1,2.1
 A Class,,16995,Semi-Auto,,Diesel,20,68.9,2.1
,2017,16912,Semi-Auto,,Diesel,145,70.6,2.1
,2016,12899,Manual,15601,Petrol,,49.6,1.6
,,19499,Semi-Auto,28530,Diesel,30,65.7,2.0
,,3495,Automatic,119168,Petrol,,33.6,1.8
,2016,15000,Automatic,,Diesel,20,70.6,2.1
,2015,13995,Automatic,67000,Diesel,30,64.2,2.1
,,17495,Semi-Auto,38123,Diesel,125,56.5,
 B Class,2012,8750,Manual,54695,Diesel,125,61.4,1.8
 A Class,2017,14999,Manual,18791,Petrol,125,51.4,1.6
 A Class,,15999,Manual,12279,Diesel,20,68.9,1.5
,,11980,Manual,40512,Petrol,145,49.6,1.6
 C Class,2016,16500,Automatic,51936,Diesel,30,,
 S Class,2005,7995,Automatic,,Diesel,,,3.2
,2016,21995,Automatic,15000,Diesel,135,56.5,2.1
,2005,3995,Automatic,73000,Petrol,325,32.5,1.8
 V Class,2013,14995,Automatic,78000,Diesel,,38.7,2.1
 A Class,2015,15500,Automatic,48266,Diesel,,67.3,2.1
 GL Class,2016,15000,Manual,42320,Diesel,20,64.2,2.1
 E Class,2013,13300,Automatic,42742,Diesel,,57.7,2.1
 C Class,,44990,Automatic,19999,Petrol,145,28.5,4.0
 C Class,,54990,Automatic,,Petrol,,28.5,
 C Class,2018,33490,Automatic,,Petrol,150,29.4,3.0
 A Class,2007,2995,Manual,60000,Diesel,115,57.6,2.0
 C Class,,15995,Automatic,,Diesel,20,,2.1
,2018,54990,Automatic,9300,Petrol,145,32.5,3.0
 E Class,,63990,Automatic,28300,Petrol,145,,4.0
 GLE Class,2016,37490,Automatic,,Petrol,325,31.7,3.0
,,55990,Automatic,400,Petrol,,27.4,
 GLC Class,,56990,Automatic,350,Petrol,145,,4.0
,,54990,Automatic,,Petrol,145,27.4,4.0
 CLS Class,2016,17990,Automatic,,Diesel,125,,2.1
 C Class,2014,17990,Automatic,,Petrol,,49.6,2.0
 CLS Class,,12490,Automatic,,Diesel,200,46.3,3.0
 C Class,2016,14477,Automatic,72000,Diesel,30,65.7,1.6
 C Class,2013,10977,Automatic,72000,Diesel,,,2.1
,2014,9977,Manual,55000,Diesel,0,78.5,1.5
 B Class,2016,13977,Automatic,34000,Diesel,,,1.5
,,13477,Manual,40000,Diesel,0,80.7,1.5
 A Class,2017,13477,Manual,43000,Diesel,0,80.7,
 E Class,,29477,Automatic,14000,Diesel,,53.3,
 C Class,2016,17977,Automatic,40000,Diesel,,64.2,
 S Class,,7724,Automatic,122000,Diesel,325,36.7,
,,11016,Manual,67000,Diesel,,70.6,2.1
 A Class,2016,13150,Automatic,,Diesel,0,76.4,1.5
,2016,17490,Automatic,31959,Petrol,,42.8,2.0
 E Class,,14290,Automatic,48285,Diesel,,58.9,
 A Class,,10490,Automatic,53251,Diesel,20,68.9,1.5
 C Class,2018,26000,Automatic,17250,Petrol,150,46.3,
 C Class,2017,18999,Automatic,,Hybrid,0,,2.0
,,4343,Automatic,120000,Diesel,205,,2.1
,2017,18975,Automatic,42721,Diesel,,64.2,2.1
 CLS Class,2013,12000,Automatic,65000,Diesel,150,54.3,2.1
 A Class,2017,15200,Manual,8624,Diesel,150,68.9,2.1
 A Class,,17500,Automatic,29712,Diesel,20,68.9,
 A Class,,20500,Automatic,13386,Petrol,,53.3,0.0
 C Class,2014,12500,Automatic,35345,Diesel,,,2.1
 A Class,2018,18000,Automatic,,Diesel,,,0.0
,2015,15000,Automatic,,Diesel,125,61.4,2.1
 GLA Class,2015,16800,Automatic,22519,Diesel,125,55.4,2.1
 B Class,2017,12495,Manual,10000,Diesel,,70.6,
 E Class,2014,13995,Automatic,37000,Diesel,150,58.9,2.1
 C Class,2015,14495,Manual,23146,Petrol,115,52.3,
 C Class,2016,16475,Automatic,34452,Diesel,30,,2.1
 GL Class,2015,24975,Automatic,85437,Diesel,,36.2,3.0
,,15975,Semi-Auto,20932,Diesel,150,,
 C Class,,16495,Automatic,41130,Hybrid,,,2.0
 C Class,2017,17795,Automatic,,Diesel,150,,2.1
,,28995,Automatic,30808,Diesel,150,,2.1
 C Class,2017,17875,Automatic,44325,Diesel,30,64.2,2.1
,,18475,Automatic,,Diesel,150,65.7,
,,16975,Semi-Auto,,Diesel,145,68.9,2.1
,,17475,Automatic,42795,Diesel,20,72.4,
,2013,14495,Automatic,,Diesel,190,,3.0
 CLS Class,,23995,Automatic,,Diesel,150,51.4,3.0
 S Class,,59995,Automatic,,Diesel,140,52.3,2.9
 C Class,2015,15995,Automatic,39000,Diesel,30,64.2,1.6
 GLA Class,2015,15275,Semi-Auto,43443,Diesel,20,64.2,
 CLS Class,2013,12975,Automatic,72216,Diesel,200,46.3,3.0
,2017,20475,Automatic,21851,Diesel,30,65.7,
 CLS Class,2014,11975,Automatic,100552,Diesel,,46.3,3.0
 CLS Class,,12475,Automatic,91554,Diesel,200,,3.0
,2016,15675,Manual,39287,Diesel,,,2.1
 GLA Class,2015,15500,Manual,48366,Diesel,20,62.8,2.1
,2014,14000,Automatic,43413,Diesel,145,58.9,
 A Class,,19500,Automatic,,Diesel,,68.9,2.1
,,18700,Other,30895,Other,125,56.5,0.0
 B Class,2017,13800,Manual,18400,Diesel,,68.9,1.5
,,18400,Automatic,27941,Diesel,,56.6,
 A Class,2015,14400,Manual,27442,Diesel,20,70.6,1.5
,,17800,Automatic,21913,Diesel,20,68.9,0.0
 B Class,,12800,Manual,22544,Diesel,20,68.9,1.5
 E Class,2015,15000,Automatic,76667,Diesel,145,54.3,3.0
 C Class,,11000,Automatic,,Petrol,,,
 CL Class,2015,15700,Automatic,,Diesel,,70.6,2.1
 C Class,,13300,Manual,42622,Diesel,20,70.6,2.1
 A Class,2016,16700,Automatic,26979,Diesel,20,68.9,2.1
 C Class,,16000,Manual,,Diesel,,,
 GLA Class,2015,16800,Automatic,,Diesel,,,2.1
 A Class,2016,14800,Manual,43461,Diesel,30,,2.1
 A Class,,13300,Automatic,27850,Diesel,,68.9,1.5
 CL Class,2015,16600,Manual,34336,Petrol,145,48.7,1.6
,2013,17500,Automatic,84000,Diesel,205,44.8,2.1
 C Class,2014,15650,Automatic,32000,Diesel,20,64.2,2.1
 C Class,,14850,Automatic,90000,Diesel,30,61.4,2.1
 M Class,2010,8990,Automatic,128000,Diesel,,,3.0
,2017,16500,Manual,27000,Petrol,125,51.4,
 A Class,2018,21950,Semi-Auto,,Petrol,145,,
 C Class,2017,19950,Automatic,23000,Diesel,,61.4,2.1
 A Class,,13450,Manual,43000,Diesel,,72.4,1.5
,,15950,Semi-Auto,48000,Diesel,20,,
,2016,18500,Automatic,49000,Diesel,20,72.4,2.0
 A Class,,12400,Semi-Auto,72000,Diesel,0,76.4,1.5
 A Class,2017,17500,Semi-Auto,,Petrol,,53.3,1.6
 C Class,2017,16500,Automatic,75000,Diesel,30,64.2,1.6
 GLE Class,2016,28500,Automatic,20000,Diesel,205,,2.1
 A Class,2017,14500,Semi-Auto,,Diesel,150,76.4,1.5
,2017,17250,Semi-Auto,35000,Diesel,,68.9,2.1
,2016,16450,Automatic,70000,Diesel,30,,2.1
 CL Class,2016,17950,Semi-Auto,58000,Diesel,20,67.3,2.1
,2013,11350,Automatic,,Diesel,145,,
,2017,16450,Manual,17000,Diesel,,68.9,1.5
 E Class,2017,20990,Automatic,25000,Diesel,145,65.7,
 A Class,2016,13950,Manual,,Diesel,,68.9,1.5
 C Class,2014,12900,Automatic,,Petrol,,,1.6
,,16250,Manual,37000,Petrol,125,50.4,1.6
 M Class,,13150,Automatic,,Diesel,555,,3.0
 E Class,2016,18500,Automatic,50000,Diesel,,72.4,
,,13990,Manual,63000,Diesel,30,62.8,2.1
 C Class,2013,23990,Automatic,44000,Petrol,570,23.5,
 C Class,,17250,Automatic,30000,Diesel,30,64.2,2.1
,2015,14200,Automatic,22000,Petrol,160,,1.6
 A Class,2013,10650,Manual,49000,Diesel,20,72.4,1.5
 C Class,2017,22950,Automatic,19000,Petrol,150,47.1,2.0
 E Class,,21500,Automatic,25000,Diesel,150,61.4,
 C Class,2013,10500,Automatic,,Diesel,,54.3,2.1
 A Class,2017,17500,Manual,24000,Petrol,,49.6,1.6
 C Class,2012,8490,Automatic,,Diesel,,56.5,2.1
 E Class,2017,18990,Automatic,23000,Diesel,145,,2.0
 A Class,2016,14990,Manual,,Diesel,,62.8,
,2016,12490,Automatic,,Diesel,20,,
,2016,16475,Manual,40569,Diesel,20,68.9,
 A Class,2016,14475,Manual,35847,Diesel,,62.8,
 CL Class,2015,14990,Automatic,39000,Diesel,30,62.8,
 CL Class,2016,15990,Manual,,Diesel,,,2.1
 CLS Class,2015,16490,Automatic,54000,Diesel,145,56.5,2.1
 C Class,,11490,Manual,,Petrol,125,52.3,
 A Class,2017,14490,Manual,,Diesel,30,62.8,2.1
 A Class,,12990,Automatic,34000,Diesel,0,,2.1
 A Class,,15490,Automatic,,Diesel,145,68.9,2.1
 CL Class,,16490,Manual,,Diesel,,67.3,2.1
 C Class,2014,9990,Automatic,,Diesel,145,,
,2015,11990,Automatic,,Diesel,,53.3,2.1
,,14990,Automatic,33000,Diesel,125,,2.1
 E Class,,13990,Automatic,46000,Diesel,125,61.4,
,2017,20990,Automatic,18000,Diesel,145,,2.1
,,14990,Manual,,Diesel,,62.8,2.1
 A Class,2016,10490,Manual,63000,Diesel,0,80.7,
 A Class,2015,10490,Manual,82000,Diesel,30,62.8,2.1
 C Class,2015,14490,Automatic,64000,Diesel,30,64.2,
,,9990,Automatic,82000,Diesel,,47.1,3.0
,,18990,Automatic,,Diesel,145,65.7,2.0
 C Class,2016,15990,Automatic,,Diesel,30,,2.1
,2016,13950,Automatic,40000,Diesel,,74.3,
 E Class,2015,13990,Automatic,37000,Diesel,,57.7,2.1
 CL Class,,13490,Manual,42000,Diesel,20,67.3,2.1
 C Class,2012,8990,Automatic,91000,Diesel,145,,2.1
 A Class,,12490,Manual,18000,Diesel,0,,1.5
,2015,12990,Manual,45000,Diesel,20,,2.1
 C Class,,12990,Automatic,,Diesel,30,64.2,
,,15975,Manual,37419,Petrol,125,,
,2013,15775,Automatic,45378,Diesel,200,45.6,3.0
 E Class,2015,15275,Automatic,35987,Diesel,,61.4,2.1
,,14175,Semi-Auto,62957,Diesel,30,62.8,2.1
,2017,20475,Automatic,70024,Diesel,125,56.5,2.1
 A Class,2017,15475,Semi-Auto,43436,Diesel,,74.3,1.5
,,28975,Automatic,51081,Diesel,325,36.2,3.0
 GLA Class,2016,14995,Semi-Auto,,Diesel,125,,2.1
 A Class,2016,12990,Manual,44000,Diesel,20,68.9,
 C Class,,10490,Automatic,50000,Diesel,145,,
,2016,18750,Automatic,53000,Diesel,,67.3,2.0
 C Class,2016,17850,Automatic,38000,Diesel,30,64.2,2.1
 E Class,,20250,Automatic,,Diesel,,65.7,
,,16999,Manual,,Diesel,30,64.2,2.1
 A Class,,15900,Manual,17000,Diesel,,62.8,
,2015,12990,Automatic,,Diesel,145,56.5,2.1
 A Class,,8990,Manual,58000,Diesel,20,72.4,
 A Class,2016,9990,Manual,,Diesel,,80.7,1.5
 E Class,2013,11990,Automatic,,Diesel,125,57.7,
 C Class,,7490,Automatic,96000,Diesel,145,55.4,
,2013,8990,Automatic,,Diesel,,54.3,2.1
 C Class,,8990,Automatic,,Diesel,145,,
,2016,14990,Manual,53000,Petrol,125,51.4,
,,11990,Automatic,74000,Diesel,,47.1,3.0
 E Class,2014,14490,Automatic,29000,Diesel,160,49.6,
,2015,13990,Automatic,29000,Diesel,,64.2,2.1
 CL Class,2017,15990,Manual,,Petrol,145,51.4,1.6
,2017,17990,Automatic,26000,Diesel,,60.1,2.1
 A Class,2017,14990,Manual,23000,Petrol,,49.6,1.6
 GL Class,2017,27990,Automatic,,Diesel,,47.9,2.1
,,14990,Automatic,43000,Diesel,125,57.7,2.1
,2016,16990,Automatic,29000,Diesel,30,,
,,13990,Automatic,21000,Diesel,125,,2.1
 C Class,2015,39990,Automatic,,Petrol,300,34.5,4.0
,,12990,Manual,42000,Petrol,145,,1.6
 GL Class,,30990,Automatic,72000,Diesel,300,,
 A Class,2016,12990,Automatic,44000,Diesel,20,74.3,1.5
,2011,10990,Automatic,69000,Diesel,555,32.5,3.0
 C Class,2015,13990,Automatic,,Petrol,,52.3,2.0
,2016,13490,Manual,35000,Petrol,,,
 C Class,,14990,Automatic,39000,Diesel,20,,2.1
 C Class,2014,14990,Automatic,54000,Diesel,,64.2,
 CL Class,,14990,Automatic,20000,Diesel,145,70.6,
,2013,8990,Manual,,Petrol,,44.1,1.6
,2016,15990,Automatic,,Petrol,125,,2.0
 A Class,2016,13490,Automatic,47000,Diesel,,,1.5
 A Class,2014,10990,Manual,,Petrol,145,48.7,
,2017,21990,Automatic,27000,Diesel,30,65.7,2.0
 C Class,2017,33990,Automatic,,Petrol,145,33.6,4.0
 E Class,,16490,Automatic,,Diesel,125,58.9,2.1
 E Class,2014,12490,Automatic,71000,Diesel,145,57.7,2.1
,2015,16990,Automatic,,Diesel,,,2.1
 CL Class,,16990,Automatic,27000,Diesel,20,67.3,2.1
