ID,Year_Birth,Dt_Customer,Recency,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,NumWebPurchases,NumStorePurchases,Response
1183,1949,21-09-2013,11,1,4,3,2,1,2,0
6856,1979,03-09-2012,75,0,23,4,5,3,3,1
4530,1948,24-10-2012,36,19,595,180,26,3,10,1
1553,1946,27-09-2013,71,168,672,246,105,7,10,0
4682,1958,15-10-2013,88,27,102,28,48,2,8,0
8204,1971,16-12-2012,93,35,553,72,160,4,9,0
5221,1957,01-12-2012,93,8,99,11,0,10,5,0
1232,1982,25-10-2013,54,54,348,71,54,4,8,0
1927,1973,23-03-2014,41,27,159,58,8,4,5,0
5788,1972,17-02-2013,46,10,92,19,7,3,4,0
6652,1965,09-06-2014,28,151,573,98,54,3,9,0
6246,1953,13-11-2013,40,102,601,0,58,3,8,1
5975,1967,30-09-2013,82,0,17,0,0,2,3,0
6875,1965,28-08-2012,38,13,180,86,13,7,5,0
4399,1969,25-06-2014,3,81,356,106,50,4,7,0
4042,1971,13-10-2012,87,3,52,2,1,4,4,1
2157,1972,12-01-2013,49,8,16,11,5,2,4,0
10133,1970,12-02-2014,16,68,731,89,114,6,12,1
2525,1974,14-09-2012,65,64,123,116,64,5,9,1
8233,1950,26-01-2014,9,5,21,7,5,7,7,0
9483,1959,19-08-2013,24,59,177,77,5,4,8,0
2945,1955,13-04-2014,25,0,2,0,0,1,3,0
10403,1978,18-06-2014,43,13,6,7,5,3,3,0
5074,1986,08-07-2013,10,0,10,2,0,1,3,0
10524,1963,20-06-2013,29,23,95,54,41,2,5,0
4690,1953,13-02-2013,45,10,75,0,10,8,8,0
7521,1952,12-05-2013,57,31,345,75,31,4,11,0
7196,1950,08-02-2014,20,0,3,0,0,0,3,0
4406,1970,16-01-2013,29,84,352,91,56,9,8,0
9672,1970,21-12-2013,82,3,9,19,4,1,3,0
4864,1977,02-05-2013,68,7,58,13,1,4,3,0
4706,1966,27-04-2013,65,0,5,0,1,1,3,0
4070,1969,01-09-2012,99,24,553,188,0,8,4,1
25,1958,16-11-2012,9,35,422,33,12,6,7,0
3697,1954,12-02-2013,20,8,26,12,7,3,4,0
217,1956,23-11-2012,78,14,717,210,0,7,10,0
4220,1970,02-11-2013,26,0,13,0,1,2,3,0
5286,1987,28-10-2013,68,1,54,7,7,3,4,0
9559,1961,24-01-2014,79,0,60,0,0,7,13,0
2849,1979,01-04-2013,25,199,303,234,9,10,12,0
7787,1960,31-08-2012,83,28,135,10,21,5,12,0
3102,1981,16-10-2013,32,3,12,3,5,1,3,0
5868,1980,22-08-2013,49,4,9,10,5,1,3,0
8370,1976,02-08-2012,50,97,259,197,194,7,6,0
9988,1976,03-03-2013,84,25,142,65,67,6,13,0
2939,1970,22-06-2014,96,127,687,20,15,4,4,0
5529,1946,10-06-2014,56,0,30,0,0,8,5,0
9743,1955,11-01-2013,85,89,161,69,35,11,8,0
5763,1972,10-11-2013,63,17,171,39,0,6,5,0
3478,1971,24-06-2013,17,42,309,55,42,7,9,1
7494,1950,21-01-2013,11,0,40,3,2,6,4,0
1763,1988,27-07-2013,62,172,815,97,148,7,10,1
7250,1978,01-10-2013,48,35,178,15,23,7,9,0
2005,1990,11-12-2013,86,3,30,0,5,2,4,0
10770,1959,26-01-2014,73,161,295,210,85,4,13,0
6885,1977,01-12-2013,36,0,12,3,1,2,3,0
2072,1969,16-08-2012,34,10,101,13,10,4,9,1
9463,1959,13-11-2012,16,56,253,91,98,9,7,0
6318,1988,13-01-2013,48,12,385,33,89,9,13,0
4093,1975,11-02-2013,61,9,57,20,9,4,5,0
5751,1973,13-02-2014,54,3,10,11,2,1,3,0
3340,1977,17-08-2012,56,15,108,4,15,7,6,1
3594,1973,05-11-2012,74,6,91,8,6,8,9,0
3584,1955,20-08-2012,35,26,120,17,13,5,5,1
3643,1974,20-03-2014,65,8,125,11,8,4,6,0
851,1972,09-07-2013,48,5,109,21,109,5,10,0
7706,1975,07-11-2012,88,104,189,197,151,11,5,0
3967,1971,25-10-2013,19,197,170,58,152,2,13,0
10128,1958,08-06-2013,21,16,165,0,24,5,12,0
486,1988,02-02-2014,27,137,400,45,137,3,10,0
9,1975,18-08-2012,86,0,27,0,0,3,2,0
9451,1965,25-11-2012,92,76,428,99,137,10,9,0
9264,1986,27-04-2014,1,42,706,73,197,4,9,0
3865,1977,30-04-2013,14,12,10,6,13,3,2,1
2853,1980,11-03-2014,74,51,87,6,20,4,4,0
1490,1962,28-11-2012,84,0,85,10,7,10,8,0
6310,1978,09-09-2013,4,8,12,8,8,2,4,0
10380,1972,20-09-2013,50,1,40,4,3,3,3,0
3887,1970,11-11-2012,2,17,26,20,1,2,3,1
4278,1983,03-06-2013,73,111,724,49,74,10,6,1
8643,1971,26-05-2013,21,98,827,219,70,4,12,0
1998,1976,07-02-2014,82,6,21,11,4,2,3,0
10795,1973,06-05-2014,14,3,19,3,1,2,3,0
11110,1973,13-04-2013,56,1,1,0,0,0,0,0
2408,1976,20-11-2012,20,0,184,10,28,7,9,0
202,1948,05-04-2014,54,194,377,149,125,4,7,0
7998,1958,11-12-2012,77,8,17,13,0,2,2,0
830,1987,24-02-2014,5,48,560,42,176,4,4,1
3536,1960,24-03-2013,65,11,3,10,4,1,3,0
6050,1975,11-12-2012,33,43,219,19,14,6,13,0
125,1958,15-05-2013,65,7,33,3,0,5,5,0
3463,1975,14-06-2014,41,62,134,0,26,7,13,0
2804,1975,18-08-2012,86,0,27,0,0,3,2,1
3745,1988,04-09-2012,92,36,7,0,10,3,3,0
9771,1988,05-10-2012,97,20,101,24,15,5,5,0
451,1989,20-12-2013,91,0,7,2,0,1,2,0
10530,1959,07-12-2013,0,82,441,80,20,3,6,1
1079,1971,16-10-2012,59,0,76,0,0,3,9,0
8920,1967,12-01-2013,4,40,469,80,0,11,12,0
6678,1989,28-03-2014,5,4,24,4,2,3,4,0
3852,1961,08-03-2013,48,72,270,36,27,9,12,0
528,1978,29-11-2012,99,38,701,149,165,5,10,0
73,1953,26-05-2013,81,0,3,0,0,0,3,0
5589,1964,31-08-2012,95,0,115,10,7,9,10,0
10212,1986,13-01-2013,43,4,16,0,4,3,3,0
6365,1987,02-09-2013,5,12,12,25,1,2,3,0
5636,1963,09-11-2012,50,4,50,12,1,4,3,1
591,1957,20-01-2013,76,35,179,46,59,8,7,0
2217,1975,29-03-2013,46,1,2,2,1,0,3,0
2544,1951,12-10-2013,68,1,27,6,7,1,4,0
7725,1965,08-03-2014,33,26,255,35,71,4,7,0
8091,1956,02-09-2012,50,184,368,13,97,6,6,0
7321,1962,23-05-2014,85,30,415,63,33,4,4,0
5462,1974,12-08-2012,63,80,217,29,80,9,12,0
7791,1967,15-09-2013,89,1,6,0,1,1,3,0
955,1962,28-10-2012,81,2,44,6,2,4,4,1
4037,1976,14-06-2013,77,1,3,8,0,1,2,0
6642,1961,23-01-2013,50,5,22,8,9,2,4,0
2793,1976,21-07-2013,10,88,168,69,44,7,13,0
5424,1983,14-02-2013,30,12,59,19,1,3,4,0
879,1976,04-11-2013,66,0,26,0,0,7,7,0
9530,1988,01-11-2012,16,3,4,4,1,1,2,0
4828,1954,18-06-2014,12,99,278,185,121,5,5,0
10699,1985,16-06-2014,30,0,40,3,0,3,3,0
1497,1952,19-01-2013,8,11,88,15,3,6,5,0
7476,1964,02-12-2012,93,63,254,0,12,5,10,0
4390,1954,15-04-2014,14,15,171,142,23,5,12,0
10478,1950,27-09-2012,53,0,108,0,6,11,6,1
1081,1957,27-03-2013,26,9,180,12,19,6,5,0
4261,1946,24-11-2012,23,22,115,59,68,7,12,1
9916,1954,03-11-2012,92,1,14,0,0,2,3,0
5350,1991,13-02-2014,29,120,915,94,144,3,10,1
8135,1986,28-10-2013,41,4,23,7,0,1,3,0
8685,1977,17-08-2012,56,15,108,4,15,7,6,1
4967,1960,29-03-2013,19,0,23,0,0,5,5,0
2130,1982,23-03-2014,4,3,67,10,8,3,3,1
9298,1947,28-04-2014,89,0,465,46,35,4,8,0
8175,1992,21-06-2013,71,4,66,3,10,2,4,0
6257,1976,23-01-2013,81,43,134,37,14,7,7,0
3790,1956,23-01-2014,31,1,5,0,0,1,2,0
9952,1947,11-12-2013,53,32,639,13,43,4,5,0
3503,1950,02-12-2013,78,47,573,52,32,5,6,0
5223,1966,23-04-2014,80,8,10,2,10,2,3,0
4608,1987,25-02-2014,18,23,424,27,65,3,13,1
1626,1973,19-05-2014,37,0,8,4,2,1,2,1
4764,1952,19-08-2012,52,12,52,25,22,3,4,1
2471,1965,27-06-2014,39,58,68,16,66,3,6,0
5892,1980,10-04-2013,11,6,45,8,2,3,5,0
2612,1987,24-12-2013,33,160,625,63,32,7,12,0
4971,1962,06-12-2012,22,1,28,13,1,3,4,0
5185,1955,14-02-2013,83,66,315,97,174,4,5,0
10069,1988,31-08-2012,43,7,5,2,15,2,2,0
2262,1965,26-08-2013,74,5,74,11,5,6,5,0
1131,1967,05-04-2014,54,0,3,0,0,2,4,0
1041,1973,18-10-2012,3,3,50,4,3,7,6,1
24,1960,15-02-2014,96,2,19,0,2,3,4,0
3409,1984,15-10-2013,68,8,129,3,11,7,4,0
7022,1971,28-09-2012,2,107,309,140,80,2,13,0
7943,1975,25-04-2014,40,0,6,3,3,1,3,0
5272,1965,27-06-2013,64,0,88,19,4,8,3,0
5453,1956,26-09-2012,26,108,649,253,151,4,12,0
2565,1955,01-06-2013,69,12,215,16,12,4,10,0
800,1960,30-08-2013,57,1,6,0,0,1,3,0
11092,1961,02-03-2014,78,1,21,2,2,2,3,0
5062,1963,27-07-2013,71,0,4,0,0,2,2,0
8969,1977,16-01-2013,59,31,422,0,112,5,11,0
4656,1990,30-03-2013,28,32,230,34,32,10,4,0
4480,1973,09-03-2014,61,3,15,4,3,7,5,0
9971,1964,11-04-2014,22,19,69,12,0,4,8,0
6729,1988,10-08-2012,95,19,832,75,118,4,11,0
1773,1978,04-12-2012,38,6,15,11,7,2,3,0
9242,1990,17-08-2013,19,185,575,24,25,6,9,1
1764,1975,09-08-2013,92,2,128,23,7,5,5,0
6215,1977,29-12-2013,24,0,10,3,1,1,2,1
10099,1984,05-10-2013,21,115,215,169,69,5,13,0
5423,1983,27-10-2013,35,0,5,2,1,1,2,0
940,1987,18-05-2014,9,11,99,15,11,3,7,0
3011,1965,27-01-2014,23,12,75,33,15,4,5,0
3298,1956,08-11-2012,92,0,76,12,9,9,9,0
8286,1965,20-08-2013,55,1,17,0,1,3,4,0
9668,1971,12-01-2013,14,16,20,0,17,2,4,0
5120,1982,25-09-2012,78,96,447,220,96,5,6,0
6097,1959,16-01-2013,64,8,104,6,4,8,6,0
7019,1963,23-01-2013,49,18,16,24,26,3,5,0
7408,1952,03-03-2014,8,2,6,0,0,5,4,0
8041,1971,08-09-2012,35,71,153,120,112,3,10,0
252,1963,17-03-2013,11,133,142,71,44,6,8,0
9986,1982,22-02-2014,8,0,23,3,2,4,2,1
3276,1976,25-10-2013,53,12,35,3,5,3,3,0
3859,1947,31-08-2013,36,112,420,0,82,9,13,0
3570,1969,21-10-2013,64,2,51,6,2,4,5,0
3783,1959,24-03-2014,43,0,10,0,1,2,4,0
10207,1978,19-06-2013,40,1,8,0,0,1,2,0
10906,1948,08-10-2013,52,15,69,15,19,4,4,0
3427,1955,12-04-2013,11,0,70,0,0,11,7,0
5209,1954,17-06-2013,21,5,71,21,16,8,7,0
10711,1945,02-10-2013,23,77,373,111,23,3,12,0
10785,1969,19-06-2014,17,1,10,2,0,2,3,0
2814,1976,27-06-2013,6,1,5,4,5,1,3,0
6866,1969,23-03-2014,56,0,14,2,3,1,3,0
1665,1964,23-09-2013,71,0,61,0,15,2,6,1
6575,1981,27-10-2012,51,48,214,13,32,9,7,0
3829,1979,10-12-2013,94,3,6,10,0,1,3,0
3091,1981,02-05-2014,27,21,134,258,14,7,8,0
10141,1960,10-05-2013,1,1,6,0,3,0,3,0
5177,1974,12-12-2013,56,7,68,4,0,6,6,0
7005,1981,16-06-2014,71,35,179,28,7,5,12,0
6409,1967,18-05-2013,18,140,599,34,12,7,7,1
7485,1950,07-05-2014,48,4,32,17,2,2,4,0
8079,1982,26-02-2014,86,1,8,23,2,2,3,0
8395,1961,20-08-2012,48,37,265,35,163,3,12,1
10352,1963,07-09-2012,2,4,28,6,3,3,2,1
4931,1977,29-04-2013,13,0,1725,2,1,0,0,0
13,1947,22-07-2013,57,0,5,0,0,1,3,0
1834,1978,08-03-2014,77,5,23,4,1,2,3,0
2285,1954,28-05-2013,0,9,76,4,3,5,5,0
2295,1954,02-02-2014,57,30,92,80,46,5,13,0
1378,1972,24-07-2013,24,16,160,84,16,7,6,0
2781,1981,23-06-2014,55,34,536,134,51,4,6,1
1165,1958,02-05-2013,62,13,143,45,4,6,7,0
1404,1968,15-05-2013,89,23,82,33,0,5,3,0
6457,1976,29-05-2014,77,24,230,32,24,6,12,0
2639,1966,10-01-2014,45,5,12,10,3,3,2,0
8299,1989,11-09-2013,46,2,15,8,0,1,3,0
6437,1985,19-06-2013,80,8,20,15,3,2,3,0
6912,1967,20-08-2013,60,30,91,29,22,6,12,0
7327,1959,29-12-2013,71,5,3,10,1,1,4,0
5299,1970,19-11-2013,43,107,199,39,30,7,13,0
4127,1967,22-02-2013,97,59,265,115,59,11,11,1
8143,1985,30-07-2013,49,2,46,3,2,4,5,1
1964,1951,05-09-2013,66,107,768,33,196,5,6,0
3690,1986,11-01-2013,20,102,673,52,40,7,10,1
3433,1955,03-06-2013,54,22,323,104,35,6,6,0
3389,1970,22-11-2012,61,53,363,123,107,8,13,0
4712,1991,28-11-2012,18,8,22,24,11,1,4,0
1170,1975,25-03-2013,45,15,110,39,15,5,4,0
6347,1979,27-06-2013,26,1,4,11,9,1,3,0
4065,1976,12-02-2013,0,0,73,0,0,5,8,0
8230,1980,23-01-2014,28,2,31,7,4,2,3,0
1215,1978,08-10-2013,49,117,499,76,102,5,7,0
5939,1971,17-01-2014,84,5,28,7,6,3,3,0
2156,1955,03-11-2012,38,0,10,0,0,2,4,0
7788,1983,04-06-2014,53,0,3,0,0,0,3,0
10323,1952,25-10-2013,88,7,41,3,2,4,5,0
7947,1969,25-03-2014,99,0,8,0,1,1,3,0
1891,1980,08-08-2012,12,50,850,21,83,4,5,1
2570,1968,23-07-2013,35,7,61,10,0,10,7,1
9256,1971,04-01-2013,5,26,206,116,80,8,12,0
295,1989,19-07-2013,77,70,324,146,40,3,11,0
7397,1951,19-07-2013,45,5,82,7,0,7,9,0
6349,1987,06-07-2013,71,73,414,78,48,8,6,0
10790,1985,19-02-2013,40,0,5,0,0,1,2,0
10398,1981,27-08-2012,82,6,2,8,2,1,2,0
2431,1990,31-12-2012,70,4,19,12,6,2,3,0
550,1952,23-05-2013,87,131,217,85,6,3,13,0
1890,1971,19-09-2012,95,1,4,2,0,1,2,0
10742,1983,27-02-2013,72,21,127,26,20,4,5,0
10356,1957,22-09-2012,5,0,2,0,0,1,3,0
4676,1951,05-03-2014,86,91,520,258,107,9,8,0
8852,1976,31-08-2012,80,126,342,0,45,8,11,0
3565,1955,30-03-2014,62,0,14,0,0,3,3,0
5294,1989,20-11-2013,49,8,19,16,4,3,4,0
1958,1973,21-03-2014,85,0,65,0,0,8,9,0
7349,1973,02-10-2012,7,17,16,6,16,3,3,1
8799,1984,23-09-2013,6,6,69,2,3,3,4,0
1351,1956,20-09-2012,25,12,194,16,24,7,13,0
1045,1965,16-08-2012,55,10,107,30,0,5,4,0
7732,1978,02-01-2014,81,0,124,179,97,7,10,0
8070,1973,01-03-2014,98,12,31,3,12,3,5,0
477,1986,17-06-2014,31,61,835,80,20,4,10,1
7832,1959,28-08-2013,30,44,396,0,88,8,7,1
2202,1978,09-04-2013,98,2,11,2,3,1,4,0
7396,1966,10-11-2012,92,51,936,207,35,5,12,0
4055,1992,29-05-2014,41,10,11,12,9,3,3,0
10340,1984,13-11-2012,68,12,141,43,39,6,5,0
10091,1956,20-05-2013,78,20,367,39,81,6,6,0
7629,1977,08-05-2014,46,3,9,6,2,2,3,0
10640,1974,05-09-2013,71,5,71,7,12,4,4,0
3498,1976,25-11-2012,6,61,184,10,53,7,9,1
6742,1979,13-01-2013,82,2,1,3,1,1,2,0
1172,1983,01-05-2013,71,44,935,29,25,7,12,1
569,1991,14-12-2013,32,129,853,120,74,5,7,1
4686,1962,02-04-2014,28,31,558,62,95,6,13,0
1381,1982,28-01-2014,20,3,115,16,0,6,5,1
2634,1979,18-04-2014,10,7,31,15,4,2,3,1
10905,1955,29-10-2012,7,2,56,0,0,4,6,1
1744,1965,07-01-2013,67,7,13,3,2,1,2,0
1000,1961,08-03-2013,48,72,270,36,27,9,12,0
3828,1951,17-02-2013,61,10,217,198,174,7,13,0
8605,1964,23-03-2014,36,0,14,0,0,2,3,0
10304,1959,28-12-2012,77,1,7,23,4,1,2,0
4351,1955,27-04-2013,90,2,10,0,0,1,2,0
10129,1966,12-03-2014,35,147,509,104,107,3,12,0
2499,1958,06-05-2013,38,97,97,21,118,5,10,0
10092,1954,18-02-2013,46,0,250,153,14,7,5,0
7500,1967,24-04-2014,33,16,223,21,43,8,8,0
5796,1963,26-11-2013,70,21,442,29,44,4,13,0
10556,1959,24-05-2014,51,13,131,32,3,6,6,0
1064,1971,11-12-2013,18,1,11,0,5,1,3,0
48,1964,24-04-2014,97,1,12,0,3,4,3,0
7610,1983,18-04-2013,32,0,86,10,23,6,5,0
263,1945,28-05-2014,9,19,29,2,14,3,3,1
10814,1947,16-01-2013,6,23,751,82,26,6,13,1
9710,1969,20-01-2013,80,7,62,0,0,11,7,0
9292,1952,26-10-2012,74,132,693,27,118,4,7,0
10250,1947,20-11-2012,49,5,3,7,4,1,2,0
7881,1946,28-09-2013,21,26,195,34,17,6,13,0
5847,1969,29-05-2013,95,21,206,102,92,7,10,0
737,1949,03-03-2013,56,86,454,112,43,4,5,0
3571,1961,16-10-2012,48,21,118,13,10,8,5,1
7807,1974,12-09-2012,26,0,106,49,10,5,5,0
3878,1980,27-02-2014,3,4,7,15,8,1,3,0
5092,1949,12-02-2013,39,0,47,6,0,7,7,1
2154,1971,25-12-2012,33,0,12,7,3,2,3,0
5394,1979,17-03-2013,42,9,4,7,8,1,4,0
3798,1968,06-11-2013,80,2,23,0,8,2,3,0
3524,1971,04-08-2013,9,1,60,4,6,5,2,1
5247,1955,10-05-2014,52,0,6,2,1,1,4,0
5883,1972,26-05-2013,78,120,204,16,126,7,7,0
2118,1964,10-09-2013,68,75,96,119,107,7,8,0
8812,1979,10-03-2013,45,3,8,8,0,2,3,0
6616,1975,23-10-2013,47,3,85,71,66,3,8,0
2797,1977,20-08-2013,34,20,171,65,60,9,9,0
4328,1986,07-09-2013,81,1,7,17,14,2,3,0
9167,1956,26-03-2013,72,71,250,93,35,9,12,0
10560,1980,16-06-2014,23,1,2,0,0,1,3,0
2631,1982,08-05-2013,29,108,413,141,97,2,6,0
8312,1961,15-06-2014,80,9,7,2,14,2,3,0
5534,1975,20-10-2013,30,1,26,2,0,3,3,0
5093,1974,18-09-2012,15,3,30,10,7,3,3,1
7592,1946,18-04-2013,86,9,63,2,9,4,4,0
8895,1985,05-10-2012,68,44,534,17,0,3,12,0
8584,1952,08-06-2013,54,53,462,168,53,2,7,0
2694,1967,18-03-2014,44,0,3,0,0,1,3,0
8910,1955,29-10-2012,7,2,56,0,0,4,6,1
7433,1985,29-08-2012,87,4,68,7,5,3,4,0
164,1977,13-10-2012,59,0,46,3,2,5,5,0
10477,1973,06-08-2013,16,0,18,0,0,3,2,0
2681,1984,01-08-2013,1,22,112,138,89,2,13,0
5150,1979,17-12-2012,64,4,7,11,10,2,3,0
5283,1976,17-02-2014,72,1,21,0,4,2,4,0
9645,1968,14-10-2012,98,138,168,36,46,9,10,0
10678,1959,28-11-2013,91,17,170,34,26,11,10,0
7261,1971,01-01-2013,8,33,60,8,3,5,5,1
9648,1967,03-11-2012,20,4,56,0,9,5,4,0
2870,1973,21-09-2012,6,0,38,11,8,6,6,0
8008,1983,09-12-2013,54,0,30,12,1,2,4,0
1513,1979,28-08-2012,72,21,128,223,150,2,12,0
6173,1979,02-11-2013,46,115,292,23,35,6,11,0
1419,1950,05-08-2013,11,6,15,12,8,2,3,0
9150,1963,12-04-2014,21,0,9,0,0,1,4,0
7960,1962,15-08-2013,89,22,350,151,25,3,13,0
1250,1976,07-02-2014,82,6,21,11,4,2,3,0
9905,1952,13-07-2013,69,1,41,10,1,3,3,0
10691,1960,14-06-2013,55,0,10,0,2,1,2,0
7002,1955,03-10-2013,13,48,90,0,45,3,8,0
2952,1977,16-04-2014,80,3,30,3,2,3,3,0
8439,1964,06-06-2014,97,26,70,11,44,6,4,0
762,1981,02-05-2014,27,21,134,258,14,7,8,0
2831,1976,27-06-2014,99,38,279,188,38,7,10,0
6977,1974,14-10-2012,87,0,629,145,37,10,13,0
6289,1951,28-04-2013,85,0,10,0,4,3,4,0
4168,1966,20-03-2013,30,7,137,4,15,5,8,1
8397,1951,10-01-2014,82,0,5,0,0,1,2,0
9284,1958,08-06-2013,21,16,165,0,24,5,12,0
6237,1966,07-12-2013,92,4,33,5,2,23,1,0
3130,1964,04-06-2013,95,4,2,10,6,2,4,0
1619,1956,28-04-2014,2,51,981,224,23,4,6,1
1990,1974,05-11-2012,74,34,586,89,86,3,8,0
5513,1966,04-10-2012,49,2,10,0,0,1,3,0
269,1963,16-11-2012,71,30,163,0,51,4,7,0
8093,1969,28-06-2014,72,8,232,23,62,4,6,0
10513,1992,20-01-2013,68,169,565,91,169,2,6,0
10177,1954,14-02-2013,4,69,300,150,138,5,8,0
2549,1983,21-07-2013,80,0,9,0,0,1,3,0
5782,1982,28-09-2013,15,35,106,101,77,9,9,0
10057,1951,19-07-2013,70,27,419,90,139,5,9,1
10307,1956,31-08-2013,91,9,87,12,14,6,8,0
8566,1961,15-06-2014,10,0,3,0,0,1,2,0
2415,1962,07-04-2014,99,17,398,80,35,5,5,0
5684,1971,11-10-2013,25,0,9,0,0,2,3,0
8334,1971,04-10-2013,34,1,31,4,4,2,4,0
9166,1968,09-08-2013,57,84,141,73,35,4,12,0
1440,1978,04-09-2012,84,17,241,104,188,9,9,0
78,1969,15-09-2013,51,0,11,0,2,1,2,0
5441,1965,25-08-2013,97,6,54,8,3,5,6,0
5302,1986,15-02-2013,13,27,697,216,24,4,5,1
4687,1958,23-05-2013,92,92,736,39,0,3,9,0
1087,1975,22-05-2013,30,14,36,37,22,4,2,1
6859,1987,08-10-2013,30,4,24,16,9,4,3,0
9860,1959,15-03-2013,11,0,22,2,1,4,4,0
7129,1962,17-02-2013,72,17,142,23,26,6,13,0
5866,1974,20-03-2014,39,3,66,12,7,4,4,0
10521,1977,11-09-2013,0,6,57,13,13,2,5,1
7393,1978,10-12-2012,15,5,24,4,0,2,3,0
7849,1970,09-09-2013,12,19,456,160,142,2,13,0
332,1957,22-03-2013,56,2,43,0,12,4,6,0
9847,1955,03-08-2012,39,15,47,20,0,7,3,0
531,1954,22-09-2012,55,14,397,76,58,8,9,1
9576,1982,11-02-2013,60,4,56,2,4,4,4,0
6906,1953,03-06-2013,73,48,602,63,72,3,4,1
7419,1968,23-04-2014,90,3,19,0,2,2,3,0
3170,1957,31-08-2013,86,66,408,37,57,4,6,0
8527,1965,07-12-2013,37,7,119,4,15,6,6,0
7872,1975,12-09-2012,7,21,273,0,21,6,6,1
9931,1963,23-06-2014,29,0,1,1,1,0,0,0
10595,1990,08-07-2013,19,6,28,13,4,2,3,0
4609,1966,11-01-2014,14,0,53,6,4,8,6,0
5010,1988,02-02-2014,72,8,8,6,1,1,3,0
4427,1995,18-09-2012,56,27,590,38,107,5,12,1
11148,1975,19-05-2013,85,1,4,3,1,1,2,0
1168,1978,29-10-2012,62,53,899,34,40,4,10,0
9595,1961,11-01-2013,1,169,816,20,0,4,4,1
10163,1984,10-09-2013,28,50,420,65,38,8,7,1
2886,1971,12-08-2013,70,0,72,0,12,10,10,0
6710,1951,17-11-2012,84,1,13,3,5,2,4,0
5316,1976,04-07-2013,89,4,18,6,2,2,4,0
9029,1972,26-01-2013,73,44,603,95,58,2,12,0
521,1985,18-09-2012,42,77,203,6,24,8,7,0
1459,1966,07-11-2012,16,35,124,69,8,5,5,0
10241,1975,15-12-2013,16,0,0,6,2,1,2,0
1630,1979,07-08-2013,56,50,100,55,30,4,8,0
3254,1971,14-10-2013,65,70,239,103,88,5,4,0
9064,1982,09-11-2012,10,25,459,124,29,6,7,1
3678,1973,07-10-2012,13,23,71,15,0,8,7,1
4227,1968,06-09-2013,78,0,13,4,2,2,3,0
9467,1984,11-05-2014,51,2,10,3,0,1,3,0
8486,1971,01-10-2012,27,0,52,8,3,9,4,0
2186,1977,10-03-2014,30,142,754,159,81,5,6,1
3286,1967,01-03-2014,71,2,15,2,2,2,3,0
8602,1964,12-06-2013,97,172,153,150,105,7,11,0
3722,1972,16-04-2014,83,1,8,0,0,2,3,0
6715,1948,02-01-2013,3,19,132,0,6,6,11,0
4796,1952,19-04-2014,71,10,3,3,5,1,3,0
9612,1987,07-02-2014,3,8,6,4,8,1,3,0
3766,1959,16-08-2012,15,71,243,108,94,9,8,1
1399,1958,21-01-2014,52,114,445,181,165,3,9,0
1570,1951,19-02-2013,8,9,240,50,19,7,10,0
3426,1975,15-07-2013,89,61,338,60,46,5,13,0
3074,1984,15-10-2012,66,107,304,23,143,5,4,1
8341,1969,30-04-2014,22,0,6,0,1,1,2,1
5180,1968,18-04-2014,56,0,16,0,1,4,4,0
6461,1969,19-05-2013,74,49,157,43,8,5,11,0
7679,1985,19-05-2014,48,3,12,6,1,1,3,0
10702,1984,03-11-2012,67,8,133,56,56,7,7,0
7505,1957,19-01-2014,24,1,9,0,0,1,2,0
5113,1971,07-11-2013,67,100,835,65,83,5,5,1
10858,1975,09-09-2013,38,30,177,90,138,9,7,0
2961,1982,26-02-2013,86,10,110,54,6,6,4,0
2747,1988,31-08-2012,90,134,768,150,38,4,5,0
3010,1989,02-05-2014,87,153,612,99,95,4,8,0
5790,1985,27-01-2013,62,6,16,20,0,2,3,0
6892,1968,03-06-2014,23,7,56,0,0,10,6,0
1743,1974,26-05-2014,99,86,208,177,14,2,5,0
3578,1949,20-10-2013,29,21,43,25,10,3,6,0
8462,1978,09-09-2012,52,4,10,29,0,1,2,0
5558,1954,31-03-2014,90,31,430,62,63,4,4,0
4619,1945,28-05-2014,9,2,3,1,262,27,0,0
8780,1950,13-06-2013,71,14,68,19,14,3,8,0
10789,1964,23-02-2013,13,1,18,3,0,2,3,0
10779,1983,13-04-2014,16,5,14,0,4,1,3,0
5896,1987,18-03-2014,94,7,80,20,7,4,6,0
2337,1971,24-10-2013,77,1,24,2,1,3,3,0
10951,1968,25-01-2014,20,0,18,0,0,3,8,0
544,1954,11-05-2013,51,61,265,138,61,3,6,0
17,1971,06-09-2013,81,47,237,12,19,6,7,0
10680,1986,05-02-2014,71,0,16,2,1,3,3,0
3265,1959,19-03-2013,36,1,9,7,3,1,3,0
5623,1980,26-09-2013,95,4,13,0,0,1,2,0
5832,1960,20-04-2014,32,183,352,184,23,3,13,0
5544,1970,10-11-2012,32,40,175,158,53,7,5,0
6417,1971,14-10-2012,85,138,430,60,92,4,13,0
5831,1967,22-08-2012,93,50,500,65,50,5,5,1
7101,1963,25-01-2013,24,0,71,0,0,10,10,0
10176,1968,24-08-2012,44,0,120,0,0,4,8,1
2326,1990,16-02-2013,15,0,8,23,4,1,4,0
4385,1981,31-05-2013,82,0,15,0,2,3,3,0
2929,1976,20-02-2013,27,42,24,15,20,2,4,0
10686,1965,26-12-2012,72,0,4,0,0,1,2,0
2546,1977,22-06-2014,7,4,5,10,5,1,4,0
3283,1972,19-01-2014,57,193,100,46,185,6,12,0
