gen_industry,gen_title,job_dir,work_time,id_client
,,,,106817892.0
Ресторанный бизнес/Общественное питание,Специалист,Участие в основ. деятельности,36.0,106817893.0
Торговля,Специалист,Участие в основ. деятельности,48.0,106817894.0
Наука,Специалист,Вспомогательный техперсонал,144.0,106817895.0
,,,,106817896.0
Образование,Специалист,Участие в основ. деятельности,36.0,106817897.0
Торговля,Специалист,Участие в основ. деятельности,36.0,106817898.0
,,,,106817899.0
Торговля,Рабочий,Участие в основ. деятельности,24.0,106817900.0
,,,,106817901.0
Развлечения/Искусство,Специалист,Участие в основ. деятельности,27.0,106817902.0
Образование,Рабочий,Адм-хоз. и трансп. службы,60.0,106817903.0
Здравоохранение,Специалист,Участие в основ. деятельности,36.0,106817904.0
Информационные технологии,Руководитель высшего звена,Участие в основ. деятельности,84.0,106817905.0
Коммунальное хоз-во/Дорожные службы,Служащий,Адм-хоз. и трансп. службы,5.0,106817906.0
Государственная служба,Военнослужащий по контракту,Участие в основ. деятельности,16.0,106817907.0
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,16.0,106817908.0
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,84.0,106817909.0
,,,,106817910.0
,,,,106817911.0
Образование,Специалист,Снабжение и сбыт,144.0,106817912.0
Сборочные производства,Специалист,Участие в основ. деятельности,96.0,106817913.0
Ресторанный бизнес/Общественное питание,Рабочий,Участие в основ. деятельности,23.0,106817914.0
Другие сферы,Специалист,Участие в основ. деятельности,36.0,106817915.0
Здравоохранение,Рабочий,Участие в основ. деятельности,72.0,106817916.0
Здравоохранение,Специалист,Участие в основ. деятельности,60.0,106817917.0
,,,,106817918.0
Здравоохранение,Специалист,Участие в основ. деятельности,38.0,106817919.0
Другие сферы,Специалист,Участие в основ. деятельности,84.0,106817920.0
Государственная служба,Специалист,Участие в основ. деятельности,84.0,106817921.0
Наука,Специалист,Адм-хоз. и трансп. службы,72.0,106817922.0
Наука,Специалист,Участие в основ. деятельности,36.0,106817923.0
Ресторанный бизнес/Общественное питание,Специалист,Участие в основ. деятельности,30.0,106817924.0
,,,,106817925.0
,,,,106817926.0
Другие сферы,Руководитель среднего звена,Участие в основ. деятельности,36.0,106817927.0
Торговля,Руководитель среднего звена,Участие в основ. деятельности,36.0,106817928.0
Здравоохранение,Специалист,Участие в основ. деятельности,60.0,106817929.0
Образование,Рабочий,Участие в основ. деятельности,24.0,106817930.0
,,,,106817931.0
,,,,106817932.0
Торговля,Специалист,Участие в основ. деятельности,120.0,106817933.0
Здравоохранение,Рабочий,Участие в основ. деятельности,6.0,106817934.0
Здравоохранение,Специалист,Вспомогательный техперсонал,180.0,106817935.0
Ресторанный бизнес/Общественное питание,Руководитель среднего звена,Участие в основ. деятельности,36.0,106817936.0
Развлечения/Искусство,Рабочий,Участие в основ. деятельности,84.0,106817937.0
Здравоохранение,Специалист,Участие в основ. деятельности,240.0,106817938.0
Государственная служба,Специалист,Участие в основ. деятельности,78.0,106817939.0
Транспорт,Специалист,Участие в основ. деятельности,260.0,106817940.0
,,,,106817941.0
,,,,106817942.0
Торговля,Специалист,Вспомогательный техперсонал,84.0,106817943.0
Образование,Рабочий,Вспомогательный техперсонал,24.0,106817944.0
,,,,106817945.0
,,,,106817946.0
Сельское хозяйство,Специалист,Вспомогательный техперсонал,84.0,106817947.0
Сельское хозяйство,Руководитель среднего звена,Участие в основ. деятельности,12.0,106817948.0
Транспорт,Специалист,Участие в основ. деятельности,36.0,106817949.0
Наука,Специалист,Вспомогательный техперсонал,120.0,106817950.0
Сборочные производства,Рабочий,Участие в основ. деятельности,60.0,106817951.0
Строительство,Высококвалифиц. специалист,"Бухгалтерия, финансы, планир.",24.0,106817952.0
Коммунальное хоз-во/Дорожные службы,Специалист,Участие в основ. деятельности,61.0,106817953.0
,,,,106817954.0
Строительство,Специалист,Участие в основ. деятельности,36.0,106817955.0
Здравоохранение,Специалист,Участие в основ. деятельности,108.0,106817956.0
Образование,Специалист,Снабжение и сбыт,96.0,106817957.0
Другие сферы,Специалист,Участие в основ. деятельности,24.0,106817958.0
Ресторанный бизнес/Общественное питание,Специалист,Участие в основ. деятельности,5.0,106817959.0
Здравоохранение,Специалист,Участие в основ. деятельности,300.0,106817960.0
Образование,Служащий,Служба безопасности,60.0,106817961.0
Торговля,Служащий,Участие в основ. деятельности,48.0,106817962.0
Здравоохранение,Специалист,Участие в основ. деятельности,228.0,106817963.0
Государственная служба,Специалист,Вспомогательный техперсонал,168.0,106817964.0
Наука,Специалист,Участие в основ. деятельности,36.0,106817965.0
Коммунальное хоз-во/Дорожные службы,Рабочий,Вспомогательный техперсонал,60.0,106817966.0
,,,,106817967.0
Наука,Специалист,Участие в основ. деятельности,36.0,106817968.0
Развлечения/Искусство,Специалист,Участие в основ. деятельности,216.0,106817969.0
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,36.0,106817970.0
,,,,106817971.0
Здравоохранение,Работник сферы услуг,Участие в основ. деятельности,96.0,106817972.0
Образование,Специалист,Участие в основ. деятельности,6.0,106817973.0
Информационные услуги,Высококвалифиц. специалист,Участие в основ. деятельности,64.0,106817974.0
,,,,106817975.0
Торговля,Специалист,Участие в основ. деятельности,180.0,106817976.0
Государственная служба,Военнослужащий по контракту,Участие в основ. деятельности,36.0,106817977.0
Государственная служба,Специалист,Участие в основ. деятельности,36.0,106817978.0
Торговля,Специалист,Участие в основ. деятельности,42.0,106817979.0
Другие сферы,Рабочий,Участие в основ. деятельности,6.0,106817980.0
,,,,106817981.0
Здравоохранение,Руководитель среднего звена,Вспомогательный техперсонал,240.0,106817982.0
Здравоохранение,Руководитель высшего звена,Участие в основ. деятельности,126.0,106817983.0
,,,,106817984.0
Государственная служба,Рабочий,Участие в основ. деятельности,36.0,106817985.0
Химия/Парфюмерия/Фармацевтика,Специалист,Участие в основ. деятельности,60.0,106817986.0
Образование,Специалист,Участие в основ. деятельности,18.0,106817987.0
,,,,106817988.0
,,,,106817989.0
Торговля,Специалист,Участие в основ. деятельности,60.0,106817990.0
Коммунальное хоз-во/Дорожные службы,Специалист,Вспомогательный техперсонал,24.0,106817991.0
Ресторанный бизнес/Общественное питание,Специалист,Участие в основ. деятельности,9.0,106817992.0
Другие сферы,Рабочий,Участие в основ. деятельности,9.0,106817993.0
Образование,Специалист,Участие в основ. деятельности,120.0,106817994.0
Транспорт,Специалист,Участие в основ. деятельности,120.0,106817995.0
Торговля,Руководитель низшего звена,Участие в основ. деятельности,12.0,106817996.0
Коммунальное хоз-во/Дорожные службы,Рабочий,Вспомогательный техперсонал,84.0,106817997.0
,,,,106817998.0
,,,,106817999.0
Строительство,Специалист,Участие в основ. деятельности,180.0,106818000.0
Торговля,Специалист,Участие в основ. деятельности,18.0,106818001.0
Сельское хозяйство,Специалист,Участие в основ. деятельности,300.0,106818002.0
Государственная служба,Специалист,Участие в основ. деятельности,180.0,106818003.0
Коммунальное хоз-во/Дорожные службы,Служащий,Участие в основ. деятельности,30.0,106818004.0
Другие сферы,Рабочий,Участие в основ. деятельности,144.0,106818005.0
,,,,106818006.0
Другие сферы,Специалист,Участие в основ. деятельности,60.0,106818007.0
Другие сферы,Специалист,Участие в основ. деятельности,60.0,106818008.0
,,,,106818009.0
Торговля,Специалист,"Бухгалтерия, финансы, планир.",72.0,106818010.0
,,,,106818011.0
Энергетика,Служащий,Участие в основ. деятельности,3.0,106818012.0
Коммунальное хоз-во/Дорожные службы,Специалист,Вспомогательный техперсонал,108.0,106818013.0
Наука,Специалист,Участие в основ. деятельности,60.0,106818014.0
,,,,106818015.0
Здравоохранение,Специалист,Участие в основ. деятельности,204.0,106818016.0
Здравоохранение,Специалист,Участие в основ. деятельности,204.0,106818017.0
,,,,106818018.0
Другие сферы,Работник сферы услуг,Участие в основ. деятельности,168.0,106818019.0
Государственная служба,Руководитель среднего звена,Участие в основ. деятельности,372.0,106818020.0
Образование,Специалист,Участие в основ. деятельности,360.0,106818021.0
,,,,106818022.0
,,,,106818023.0
СМИ/Реклама/PR-агенства,Специалист,Участие в основ. деятельности,24.0,106818024.0
Торговля,Специалист,Участие в основ. деятельности,6.0,106818025.0
Транспорт,Служащий,Участие в основ. деятельности,348.0,106818026.0
Государственная служба,Другое,Участие в основ. деятельности,188.0,106818027.0
Здравоохранение,Высококвалифиц. специалист,Участие в основ. деятельности,180.0,106818028.0
Логистика,Руководитель высшего звена,Участие в основ. деятельности,60.0,106818029.0
Торговля,Руководитель высшего звена,Юридическая служба,36.0,106818030.0
Торговля,Специалист,Участие в основ. деятельности,10.0,106818031.0
Транспорт,Специалист,Участие в основ. деятельности,180.0,106818032.0
Государственная служба,Высококвалифиц. специалист,Юридическая служба,168.0,106818033.0
Туризм,Руководитель высшего звена,Участие в основ. деятельности,12.0,106818034.0
Торговля,Специалист,Участие в основ. деятельности,18.0,106818035.0
Торговля,Работник сферы услуг,Вспомогательный техперсонал,7.0,106818036.0
Образование,Руководитель среднего звена,Участие в основ. деятельности,36.0,106818037.0
Торговля,Руководитель высшего звена,"Бухгалтерия, финансы, планир.",5.0,106818038.0
Металлургия/Промышленность/Машиностроение,Руководитель среднего звена,Участие в основ. деятельности,48.0,106818039.0
Другие сферы,Руководитель среднего звена,Участие в основ. деятельности,156.0,106818040.0
Другие сферы,Руководитель высшего звена,Участие в основ. деятельности,30.0,106818041.0
Здравоохранение,Специалист,"Бухгалтерия, финансы, планир.",204.0,106818042.0
Торговля,Высококвалифиц. специалист,"Бухгалтерия, финансы, планир.",36.0,106818043.0
Торговля,Специалист,Участие в основ. деятельности,24.0,106818044.0
Здравоохранение,Специалист,Участие в основ. деятельности,192.0,106818045.0
Другие сферы,Служащий,Участие в основ. деятельности,8.0,106818046.0
Здравоохранение,Специалист,Участие в основ. деятельности,120.0,106818047.0
Сборочные производства,Специалист,Участие в основ. деятельности,18.0,106818048.0
Энергетика,Руководитель среднего звена,Участие в основ. деятельности,36.0,106818049.0
Транспорт,Высококвалифиц. специалист,Пр-техн. обесп. и телеком.,8.0,106818050.0
Торговля,Специалист,Участие в основ. деятельности,60.0,106818051.0
Здравоохранение,Работник сферы услуг,Участие в основ. деятельности,54.0,106818052.0
Торговля,Рабочий,Участие в основ. деятельности,30.0,106818053.0
Образование,Высококвалифиц. специалист,Участие в основ. деятельности,24.0,106818054.0
Торговля,Руководитель высшего звена,Участие в основ. деятельности,120.0,106818055.0
Ресторанный бизнес/Общественное питание,Работник сферы услуг,Вспомогательный техперсонал,108.0,106818056.0
Другие сферы,Специалист,Участие в основ. деятельности,48.0,106818057.0
Здравоохранение,Специалист,Участие в основ. деятельности,24.0,106818058.0
Государственная служба,Рабочий,Вспомогательный техперсонал,2.0,106818059.0
Здравоохранение,Рабочий,Участие в основ. деятельности,96.0,106818060.0
Образование,Рабочий,Вспомогательный техперсонал,36.0,106818061.0
Другие сферы,Специалист,Участие в основ. деятельности,8.0,106818062.0
Государственная служба,Специалист,Участие в основ. деятельности,240.0,106818063.0
Государственная служба,Специалист,Участие в основ. деятельности,48.0,106818064.0
Государственная служба,Специалист,Вспомогательный техперсонал,62.0,106818065.0
Транспорт,Специалист,Адм-хоз. и трансп. службы,48.0,106818066.0
Торговля,Специалист,"Бухгалтерия, финансы, планир.",24.0,106818067.0
Коммунальное хоз-во/Дорожные службы,Специалист,Участие в основ. деятельности,30.0,106818068.0
Строительство,Руководитель высшего звена,Участие в основ. деятельности,20.0,106818069.0
Сельское хозяйство,Специалист,Участие в основ. деятельности,252.0,106818070.0
Транспорт,Специалист,Участие в основ. деятельности,360.0,106818071.0
Ресторанный бизнес/Общественное питание,Специалист,Участие в основ. деятельности,122.0,106818072.0
Торговля,Специалист,Участие в основ. деятельности,30.0,106818073.0
Химия/Парфюмерия/Фармацевтика,Высококвалифиц. специалист,Участие в основ. деятельности,24.0,106818074.0
Здравоохранение,Специалист,Участие в основ. деятельности,47.0,106818075.0
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,72.0,106818076.0
Образование,Специалист,Участие в основ. деятельности,36.0,106818077.0
Государственная служба,Специалист,Участие в основ. деятельности,108.0,106818078.0
Металлургия/Промышленность/Машиностроение,Другое,Участие в основ. деятельности,18.0,106818079.0
Здравоохранение,Работник сферы услуг,Участие в основ. деятельности,12.0,106818080.0
ЧОП/Детективная д-ть,Специалист,Участие в основ. деятельности,54.0,106818081.0
Здравоохранение,Специалист,Пр-техн. обесп. и телеком.,84.0,106818082.0
Государственная служба,Специалист,Участие в основ. деятельности,300.0,106818083.0
Другие сферы,Специалист,Участие в основ. деятельности,36.0,106818084.0
Наука,Специалист,Участие в основ. деятельности,120.0,106818085.0
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,54.0,106818086.0
Здравоохранение,Специалист,Участие в основ. деятельности,12.0,106818087.0
Торговля,Специалист,Участие в основ. деятельности,36.0,106818088.0
Торговля,Специалист,Участие в основ. деятельности,24.0,106818089.0
Торговля,Специалист,Участие в основ. деятельности,30.0,106818090.0
Образование,Специалист,Участие в основ. деятельности,12.0,106818091.0
Государственная служба,Специалист,Участие в основ. деятельности,120.0,106818092.0
Сельское хозяйство,Рабочий,Вспомогательный техперсонал,48.0,106818093.0
Коммунальное хоз-во/Дорожные службы,Специалист,Участие в основ. деятельности,72.0,106818094.0
Ресторанный бизнес/Общественное питание,Специалист,Участие в основ. деятельности,36.0,106818095.0
Торговля,Руководитель высшего звена,Участие в основ. деятельности,36.0,106818096.0
Сельское хозяйство,Специалист,Участие в основ. деятельности,48.0,106818097.0
,,,,106818098.0
Торговля,Специалист,Участие в основ. деятельности,24.0,106818099.0
Металлургия/Промышленность/Машиностроение,Рабочий,Вспомогательный техперсонал,12.0,106818100.0
Торговля,Специалист,"Бухгалтерия, финансы, планир.",60.0,106818101.0
Наука,Специалист,Вспомогательный техперсонал,24.0,106818102.0
Другие сферы,Специалист,Участие в основ. деятельности,14.0,106818103.0
Здравоохранение,Работник сферы услуг,Вспомогательный техперсонал,48.0,106818104.0
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,180.0,106818105.0
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,13.0,106818106.0
Здравоохранение,Специалист,Участие в основ. деятельности,96.0,106818107.0
Другие сферы,Рабочий,Участие в основ. деятельности,228.0,106818108.0
Информационные технологии,Специалист,Участие в основ. деятельности,96.0,106818109.0
Здравоохранение,Высококвалифиц. специалист,Участие в основ. деятельности,110.0,106818110.0
Торговля,Индивидуальный предприниматель,Участие в основ. деятельности,180.0,106818111.0
Сборочные производства,Специалист,Вспомогательный техперсонал,18.0,106818112.0
Другие сферы,Специалист,Участие в основ. деятельности,32.0,106818113.0
Энергетика,Специалист,Участие в основ. деятельности,60.0,106818114.0
Государственная служба,Специалист,Участие в основ. деятельности,84.0,106818115.0
Развлечения/Искусство,Специалист,Участие в основ. деятельности,96.0,106818116.0
Другие сферы,Специалист,Участие в основ. деятельности,36.0,106818117.0
Банк/Финансы,Специалист,Участие в основ. деятельности,18.0,106818118.0
Торговля,Руководитель среднего звена,Участие в основ. деятельности,60.0,106818119.0
Коммунальное хоз-во/Дорожные службы,Специалист,Участие в основ. деятельности,156.0,106818120.0
Коммунальное хоз-во/Дорожные службы,Специалист,Участие в основ. деятельности,36.0,106818121.0
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,380.0,106818122.0
Банк/Финансы,Специалист,Участие в основ. деятельности,48.0,106818123.0
,,,,106818124.0
Коммунальное хоз-во/Дорожные службы,Высококвалифиц. специалист,Участие в основ. деятельности,48.0,106818125.0
,,,,106818126.0
Государственная служба,Специалист,Участие в основ. деятельности,241.0,106818127.0
Металлургия/Промышленность/Машиностроение,Специалист,Адм-хоз. и трансп. службы,84.0,106818128.0
,,,,106818129.0
Государственная служба,Высококвалифиц. специалист,Участие в основ. деятельности,8.0,106818130.0
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,300.0,106818131.0
Государственная служба,Руководитель низшего звена,Участие в основ. деятельности,36.0,106818132.0
Металлургия/Промышленность/Машиностроение,Руководитель высшего звена,Участие в основ. деятельности,228.0,106818133.0
Металлургия/Промышленность/Машиностроение,Рабочий,Вспомогательный техперсонал,9.0,106818134.0
Здравоохранение,Служащий,Участие в основ. деятельности,12.0,106818135.0
Торговля,Специалист,Участие в основ. деятельности,60.0,106818136.0
Строительство,Специалист,Участие в основ. деятельности,228.0,106818137.0
Торговля,Специалист,Участие в основ. деятельности,48.0,106818138.0
Торговля,Специалист,Участие в основ. деятельности,84.0,106818139.0
Транспорт,Рабочий,Участие в основ. деятельности,24.0,106818140.0
Коммунальное хоз-во/Дорожные службы,Специалист,Участие в основ. деятельности,12.0,106818141.0
Государственная служба,Высококвалифиц. специалист,"Бухгалтерия, финансы, планир.",36.0,106818142.0
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,72.0,106818143.0
Транспорт,Специалист,Участие в основ. деятельности,120.0,106818144.0
Торговля,Руководитель среднего звена,Участие в основ. деятельности,120.0,106818145.0
Страхование,Высококвалифиц. специалист,Участие в основ. деятельности,36.0,106818146.0
Сборочные производства,Специалист,Участие в основ. деятельности,36.0,106818147.0
Строительство,Специалист,Участие в основ. деятельности,48.0,106818148.0
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,60.0,106818149.0
Другие сферы,Специалист,"Бухгалтерия, финансы, планир.",36.0,106818150.0
Другие сферы,Руководитель среднего звена,Участие в основ. деятельности,24.0,106818151.0
Строительство,Работник сферы услуг,Участие в основ. деятельности,12.0,106818152.0
Государственная служба,Специалист,Участие в основ. деятельности,240.0,106818153.0
Торговля,Специалист,Участие в основ. деятельности,60.0,106818154.0
Государственная служба,Специалист,Участие в основ. деятельности,8.0,106818155.0
Наука,Специалист,Участие в основ. деятельности,84.0,106818156.0
Нефтегазовая промышленность,Специалист,Участие в основ. деятельности,12.0,106818157.0
Государственная служба,Специалист,Адм-хоз. и трансп. службы,108.0,106818158.0
Строительство,Специалист,Участие в основ. деятельности,24.0,106818159.0
Салоны красоты и здоровья,Специалист,Участие в основ. деятельности,12.0,106818160.0
Торговля,Специалист,Участие в основ. деятельности,24.0,106818161.0
Другие сферы,Рабочий,Вспомогательный техперсонал,120.0,106818162.0
Здравоохранение,Специалист,Участие в основ. деятельности,324.0,106818163.0
Образование,Специалист,Участие в основ. деятельности,36.0,106818164.0
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,36.0,106818165.0
Торговля,Специалист,Участие в основ. деятельности,6.0,106818166.0
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,84.0,106818167.0
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,52.0,106818168.0
Коммунальное хоз-во/Дорожные службы,Специалист,Участие в основ. деятельности,72.0,106818169.0
Коммунальное хоз-во/Дорожные службы,Рабочий,Участие в основ. деятельности,96.0,106818170.0
Образование,Специалист,Участие в основ. деятельности,60.0,106818171.0
Здравоохранение,Специалист,Участие в основ. деятельности,120.0,106818172.0
Коммунальное хоз-во/Дорожные службы,Специалист,Участие в основ. деятельности,204.0,106818173.0
Государственная служба,Специалист,Участие в основ. деятельности,18.0,106818174.0
Образование,Специалист,Вспомогательный техперсонал,18.0,106818175.0
,,,,106818176.0
Торговля,Специалист,Участие в основ. деятельности,2.0,106818177.0
Торговля,Руководитель высшего звена,Участие в основ. деятельности,60.0,106818178.0
Торговля,Высококвалифиц. специалист,"Бухгалтерия, финансы, планир.",24.0,106818179.0
Металлургия/Промышленность/Машиностроение,Руководитель низшего звена,Участие в основ. деятельности,60.0,106818180.0
Транспорт,Руководитель высшего звена,Участие в основ. деятельности,120.0,106818181.0
Транспорт,Специалист,Участие в основ. деятельности,180.0,106818182.0
Государственная служба,Специалист,Участие в основ. деятельности,96.0,106818183.0
Транспорт,Специалист,Участие в основ. деятельности,48.0,106818184.0
Транспорт,Специалист,Вспомогательный техперсонал,88.0,106818185.0
Развлечения/Искусство,Руководитель высшего звена,Участие в основ. деятельности,168.0,106818186.0
Торговля,Руководитель высшего звена,Участие в основ. деятельности,144.0,106818187.0
Страхование,Специалист,Участие в основ. деятельности,228.0,106818188.0
Банк/Финансы,Руководитель среднего звена,"Бухгалтерия, финансы, планир.",60.0,106818189.0
Здравоохранение,Рабочий,Участие в основ. деятельности,12.0,106818190.0
Государственная служба,Специалист,Юридическая служба,12.0,106818191.0
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,348.0,106818192.0
Образование,Специалист,"Бухгалтерия, финансы, планир.",120.0,106818193.0
Другие сферы,Специалист,Участие в основ. деятельности,48.0,106818194.0
,,,,106818195.0
Информационные технологии,Специалист,Пр-техн. обесп. и телеком.,204.0,106818196.0
Здравоохранение,Специалист,Участие в основ. деятельности,6.0,106818197.0
,,,,106818198.0
Торговля,Рабочий,Участие в основ. деятельности,36.0,106818199.0
Государственная служба,Специалист,Участие в основ. деятельности,86.0,106818200.0
Транспорт,Руководитель высшего звена,Участие в основ. деятельности,84.0,106818201.0
Торговля,Специалист,Участие в основ. деятельности,72.0,106818202.0
Коммунальное хоз-во/Дорожные службы,Специалист,Участие в основ. деятельности,60.0,106818203.0
Транспорт,Специалист,Участие в основ. деятельности,108.0,106818204.0
Сборочные производства,Специалист,Участие в основ. деятельности,72.0,106818205.0
Торговля,Высококвалифиц. специалист,Участие в основ. деятельности,84.0,106818206.0
Строительство,Специалист,Адм-хоз. и трансп. службы,30.0,106818207.0
Сельское хозяйство,Рабочий,Снабжение и сбыт,60.0,106818208.0
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,28.0,106818209.0
Коммунальное хоз-во/Дорожные службы,Руководитель среднего звена,Адм-хоз. и трансп. службы,384.0,106818210.0
Торговля,Работник сферы услуг,Участие в основ. деятельности,60.0,106818211.0
Государственная служба,Служащий,Кадровая служба и секретариат,36.0,106818212.0
Сборочные производства,Специалист,Участие в основ. деятельности,24.0,106818213.0
Другие сферы,Специалист,Снабжение и сбыт,24.0,106818214.0
Металлургия/Промышленность/Машиностроение,Руководитель высшего звена,Участие в основ. деятельности,20.0,106818215.0
,,,,106818216.0
Торговля,Специалист,Участие в основ. деятельности,26.0,106818217.0
Другие сферы,Руководитель среднего звена,Участие в основ. деятельности,240.0,106818218.0
ЧОП/Детективная д-ть,Специалист,Участие в основ. деятельности,71.0,106818219.0
Здравоохранение,Специалист,Участие в основ. деятельности,168.0,106818220.0
Транспорт,Специалист,Участие в основ. деятельности,12.0,106818221.0
,,,,106818222.0
Строительство,Специалист,Участие в основ. деятельности,84.0,106818223.0
Государственная служба,Руководитель среднего звена,Участие в основ. деятельности,204.0,106818224.0
Торговля,Служащий,Участие в основ. деятельности,60.0,106818225.0
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,264.0,106818226.0
,,,,106818227.0
Наука,Специалист,Вспомогательный техперсонал,36.0,106818228.0
Образование,Руководитель высшего звена,Участие в основ. деятельности,42.0,106818229.0
Металлургия/Промышленность/Машиностроение,Рабочий,Адм-хоз. и трансп. службы,12.0,106818230.0
Коммунальное хоз-во/Дорожные службы,Специалист,Участие в основ. деятельности,156.0,106818231.0
Торговля,Специалист,Участие в основ. деятельности,72.0,106818232.0
Торговля,Специалист,Участие в основ. деятельности,108.0,106818233.0
Торговля,Специалист,Участие в основ. деятельности,70.0,106818234.0
,,,,106818235.0
Здравоохранение,Специалист,Вспомогательный техперсонал,36.0,106818236.0
Другие сферы,Специалист,Участие в основ. деятельности,8.0,106818237.0
Другие сферы,Специалист,Участие в основ. деятельности,12.0,106818238.0
Сборочные производства,Специалист,Участие в основ. деятельности,36.0,106818239.0
Другие сферы,Руководитель среднего звена,Участие в основ. деятельности,36.0,106818240.0
Коммунальное хоз-во/Дорожные службы,Специалист,"Бухгалтерия, финансы, планир.",240.0,106818241.0
Здравоохранение,Специалист,Участие в основ. деятельности,48.0,106818242.0
Транспорт,Специалист,Участие в основ. деятельности,6.0,106818243.0
Торговля,Рабочий,Участие в основ. деятельности,24.0,106818244.0
Строительство,Руководитель среднего звена,Участие в основ. деятельности,50.0,106818245.0
Салоны красоты и здоровья,Специалист,Участие в основ. деятельности,12.0,106818246.0
Здравоохранение,Специалист,Участие в основ. деятельности,168.0,106818247.0
Государственная служба,Специалист,Участие в основ. деятельности,24.0,106818248.0
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,240.0,106818249.0
,,,,106818250.0
Сборочные производства,Специалист,Участие в основ. деятельности,252.0,106818251.0
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,216.0,106818252.0
Ресторанный бизнес/Общественное питание,Специалист,Участие в основ. деятельности,96.0,106818253.0
Нефтегазовая промышленность,Специалист,Участие в основ. деятельности,4.0,106818254.0
Образование,Специалист,Участие в основ. деятельности,240.0,106818255.0
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,60.0,106818256.0
Сельское хозяйство,Специалист,Участие в основ. деятельности,40.0,106818257.0
Сельское хозяйство,Специалист,Участие в основ. деятельности,48.0,106818258.0
,,,,106818259.0
Государственная служба,Служащий,Участие в основ. деятельности,80.0,106818260.0
Сельское хозяйство,Специалист,Участие в основ. деятельности,72.0,106818261.0
Информационные услуги,Специалист,Участие в основ. деятельности,12.0,106818262.0
Торговля,Специалист,"Бухгалтерия, финансы, планир.",36.0,106818263.0
Здравоохранение,Специалист,Участие в основ. деятельности,252.0,106818264.0
Здравоохранение,Рабочий,Участие в основ. деятельности,48.0,106818265.0
,,,,106818266.0
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,320.0,106818267.0
Другие сферы,Специалист,Участие в основ. деятельности,87.0,106818268.0
